pitch,ioi,event,.thisRepN,.thisTrialN,.thisN,.thisIndex,event,tap_types,tap_times,release_times,peak_pressures,peak_times,tone_times,subject,experimenter,register,handedness,experiment,version,
,,SPR,0,-1,-1,0,SPR,"['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P']","[32628, 38074, 38687, 39195, 39663, 40193, 40799, 41349, 41931, 42542, 43143, 43742, 44289, 44813, 45406, 46038, 46644, 47201, 47759, 48348, 48892, 49465, 50013, 50589, 51167, 51712, 52257, 52805, 53361, 53947]","[32781, 38150, 38800, 39291, 39809, 40312, 40953, 41497, 42087, 42688, 43296, 43906, 44433, 44921, 45549, 46172, 46768, 47339, 47866, 48482, 49020, 49611, 50146, 50681, 51272, 51854, 52414, 52947, 53518, 54105]","[182, 118, 99, 90, 96, 55, 203, 119, 158, 116, 224, 217, 232, 25, 201, 167, 138, 217, 15, 15, 44, 203, 37, 11, 211, 236, 224, 164, 158, 225]","[32632, 38077, 38692, 39200, 39668, 40198, 40807, 41355, 41938, 42547, 43148, 43748, 44294, 44862, 45485, 46092, 46652, 47275, 47765, 48353, 48898, 49470, 50018, 50594, 51173, 51718, 52261, 52810, 53366, 53952]",,85,SB,L,R,ITMSR,1.1,
5,500,practice,0,0,0,0,practice,"['S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[129758, 130913, 131411, 131946, 132406, 132910, 133404, 133888, 134389, 134895, 135368, 135869, 136343, 136832, 137338, 137817, 138302, 138745, 139227, 139699, 140196]","[129926, 131040, 131529, 132064, 132562, 133047, 133529, 134018, 134549, 135053, 135541, 136013, 136510, 137010, 137528, 137991, 138458, 138886, 139379, 139879, 140385]","[51, 16, 255, 235, 233, 209, 253, 10, 234, 171, 142, 132, 139, 98, 205, 146, 78, 119, 232, 4, 46]","[129819, 130919, 131419, 131951, 132413, 132979, 133410, 133894, 134395, 134901, 135375, 135944, 136420, 136839, 137446, 137904, 138370, 138815, 139312, 139752, 140307]","[128934, 129434, 129934, 130434, 130934, 131434, 131934, 132434, 132930, 133424, 133908, 134409, 134915, 135388, 135889, 136364, 136852, 137358, 137837, 138322, 138765, 139247, 139719, 140216]",85,SB,L,R,ITMSR,1.1,
4,500,practice,0,1,1,1,practice,"['S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[147787, 148262, 148746, 149269, 149777, 150294, 150784, 151256, 151792, 152311, 152783, 153290, 153780, 154311, 154823, 155322, 155828, 156345, 156834, 157326, 157426]","[147923, 148444, 148934, 149420, 149909, 150458, 150956, 151448, 151975, 152473, 152983, 153446, 153932, 154458, 154843, 155424, 155954, 156506, 156968, 157346, 157492]","[135, 126, 48, 246, 192, 158, 176, 219, 202, 151, 98, 158, 47, 134, 30, 250, 111, 200, 100, 2, 5]","[147853, 148344, 148834, 149344, 149813, 150387, 150870, 151365, 151882, 152396, 152898, 153370, 153831, 154386, 154825, 155398, 155886, 156421, 156890, 157326, 157426]","[145792, 146291, 146791, 147291, 147791, 148291, 148791, 149292, 149797, 150315, 150804, 151276, 151812, 152331, 152803, 153310, 153800, 154331, 154843, 155342, 155848, 156365, 156854, 157346]",85,SB,L,R,ITMSR,1.1,
3,500,practice,0,2,2,2,practice,"['S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[164874, 165410, 165510, 165941, 167477, 168488, 169006, 169511, 169982, 170486, 170978, 171493, 171973, 172462, 172933, 173421, 173929, 176196, 176693, 177183]","[164999, 165430, 165530, 165961, 167497, 168592, 169181, 169638, 170143, 170639, 171143, 171678, 172216, 172662, 173114, 173584, 174062, 176347, 176898, 177396]","[67, 1, 3, 1, 5, 235, 80, 154, 196, 203, 9, 208, 72, 103, 253, 59, 233, 111, 95, 237]","[164921, 165410, 165510, 165941, 167477, 168535, 169085, 169581, 170061, 170556, 171053, 171590, 172130, 172553, 173019, 173495, 174016, 176230, 176803, 177299]","[162875, 163374, 163874, 164374, 164874, 165374, 165874, 166374, 167497, 168508, 169026, 169531, 170002, 170506, 170998, 171513, 171993, 172482, 172953, 173442, 173949, 176216, 176713, 177203]",85,SB,L,R,ITMSR,1.1,
1,500,practice,0,3,3,3,practice,"['S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[184761, 185257, 185779, 186247, 186352, 186772, 187270, 188744, 189232, 189732, 190225, 190710, 191201, 191685, 192167, 192649, 193156, 193629, 194125, 194616, 195125]","[184933, 185417, 185879, 186272, 186372, 186792, 187343, 188904, 189398, 189883, 190416, 190871, 191364, 191848, 192353, 192795, 193297, 193796, 194277, 194746, 195277]","[142, 57, 18, 160, 90, 51, 132, 112, 185, 123, 28, 252, 36, 90, 15, 184, 53, 44, 170, 203, 15]","[184835, 185298, 185848, 186266, 186352, 186782, 187311, 188783, 189308, 189765, 190253, 190751, 191249, 191718, 192197, 192689, 193229, 193667, 194171, 194646, 195166]","[182767, 183266, 183767, 184266, 184766, 185266, 185766, 186266, 186792, 187290, 188764, 189252, 189752, 190245, 190730, 191221, 191705, 192187, 192669, 193176, 193649, 194145, 194636, 195145]",85,SB,L,R,ITMSR,1.1,
0,500,practice,0,4,4,4,practice,"['S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[202904, 203393, 203884, 204379, 204889, 205380, 205865, 206358, 206829, 207319, 207813, 208314, 208784, 209271, 209757, 210244, 210768, 211272, 211749, 212259]","[203061, 203554, 204027, 204532, 205051, 205575, 206044, 206493, 206931, 207514, 207978, 208481, 208973, 209449, 209954, 210485, 210931, 211469, 211937, 212416]","[51, 20, 10, 15, 14, 240, 246, 241, 142, 198, 212, 198, 145, 211, 188, 202, 4, 134, 65, 58]","[202943, 203447, 203919, 204447, 204916, 205472, 205897, 206393, 206860, 207372, 207884, 208363, 208818, 209306, 209848, 210328, 210829, 211383, 211849, 212295]","[200923, 201422, 201922, 202422, 202923, 203422, 203922, 204422, 204909, 205400, 205885, 206379, 206850, 207339, 207833, 208334, 208804, 209291, 209777, 210264, 210788, 211292, 211769, 212279]",85,SB,L,R,ITMSR,1.1,
2,500,practice,0,5,5,5,practice,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[221636, 222111, 222602, 223104, 223616, 224069, 224580, 225101, 225583, 226087, 226593, 227088, 227536, 228073, 228595, 229130]","[221810, 222341, 222810, 223301, 223777, 224300, 224757, 225267, 225755, 226270, 226783, 227292, 227739, 228284, 228762, 229302]","[209, 249, 0, 249, 244, 89, 9, 178, 215, 237, 223, 27, 29, 222, 188, 119]","[221727, 222242, 222644, 223130, 223699, 224142, 224683, 225126, 225687, 226173, 226689, 227186, 227645, 228211, 228690, 229203]","[217608, 218107, 218607, 219107, 219608, 220108, 220608, 221108, 221656, 222131, 222622, 223124, 223636, 224089, 224600, 225121, 225603, 226107, 226613, 227108, 227556, 228093, 228615, 229150]",85,SB,L,R,ITMSR,1.1,
3,400,trial,0,6,6,6,trial,"['S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[269688, 270120, 270536, 270930, 271343, 271766, 272175, 272586, 272961, 273354, 273757, 274162, 274568, 274949, 275380, 275781, 276170, 276587, 276994, 277404]","[269819, 270252, 270681, 271040, 271458, 271925, 272277, 272689, 273071, 273462, 273899, 274284, 274706, 275079, 275509, 275914, 276299, 276721, 277127, 277531]","[61, 134, 108, 131, 35, 7, 92, 27, 19, 101, 47, 251, 23, 42, 236, 16, 16, 10, 15, 34]","[269694, 270128, 270542, 270938, 271350, 271828, 272183, 272594, 272968, 273362, 273838, 274229, 274576, 275021, 275425, 275850, 276244, 276596, 277028, 277478]","[268188, 268588, 268987, 269387, 269787, 270187, 270587, 270987, 271363, 271787, 272195, 272606, 272982, 273374, 273777, 274182, 274588, 274969, 275400, 275801, 276190, 276608, 277014, 277424]",85,SB,L,R,ITMSR,1.1,
5,600,trial,0,7,7,7,trial,"['S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[285617, 286113, 286729, 287339, 287932, 288548, 289167, 289775, 290403, 290996, 291635, 292251, 292866, 293515, 294154, 294723, 295297, 295882, 296482, 297074]","[285735, 286304, 286934, 287483, 288158, 288764, 289399, 290011, 290658, 291251, 291890, 292484, 293087, 293722, 294342, 294951, 295564, 296159, 296777]","[246, 63, 73, 84, 150, 98, 111, 143, 147, 151, 79, 170, 190, 212, 226, 161, 204, 205, 228]","[285691, 286198, 286735, 287407, 288016, 288674, 289274, 289901, 290529, 291087, 291773, 292384, 292997, 293586, 294252, 294865, 295400, 296038, 296658]","[283105, 283705, 284305, 284905, 285505, 286105, 286705, 287305, 287952, 288568, 289187, 289795, 290423, 291016, 291655, 292271, 292886, 293535, 294174, 294744, 295317, 295902, 296502, 297094]",85,SB,L,R,ITMSR,1.1,
0,400,trial,0,8,8,8,trial,"['S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[304261, 304716, 305073, 305459, 305867, 306249, 306669, 307074, 307480, 307877, 308278, 308667, 309061, 309469, 309868, 310246, 310645, 311061, 311457, 311871]","[304375, 304833, 305204, 305586, 305998, 306391, 306783, 307195, 307595, 307992, 308392, 308783, 309177, 309582, 309974, 310365, 310771, 311188, 311572, 311968]","[208, 29, 68, 160, 165, 115, 114, 76, 87, 72, 46, 104, 35, 94, 92, 98, 35, 114, 130, 133]","[304289, 304748, 305125, 305469, 305874, 306258, 306677, 307085, 307488, 307885, 308311, 308675, 309091, 309498, 309895, 310274, 310653, 311090, 311486, 311897]","[302687, 303087, 303488, 303887, 304287, 304687, 305087, 305487, 305887, 306269, 306690, 307094, 307501, 307897, 308298, 308687, 309081, 309489, 309889, 310266, 310665, 311081, 311477, 311891]",85,SB,L,R,ITMSR,1.1,
