pitch,ioi,event,.thisRepN,.thisTrialN,.thisN,.thisIndex,event,tap_types,tap_times,release_times,peak_pressures,peak_times,tone_times,subject,experimenter,register,handedness,experiment,version,
,,SPR,0,-1,-1,0,SPR,"['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P']","[12984, 13649, 14365, 15035, 15720, 16348, 17014, 17702, 18319, 18970, 19656, 20304, 20980, 21570, 22190, 22788, 23465, 24108, 24706, 25380, 25982, 26640, 27280, 27921, 28554, 29145, 29728, 30331, 31003, 31651]","[13085, 13725, 14444, 15110, 15801, 16368, 17036, 17722, 18340, 18990, 19677, 20325, 21003, 21597, 22272, 22867, 23488, 24181, 24802, 25400, 26059, 26708, 27300, 27942, 28631, 29168, 29794, 30417, 31024, 31671]","[122, 44, 137, 86, 108, 104, 84, 39, 45, 47, 73, 140, 39, 95, 143, 178, 153, 167, 162, 178, 235, 179, 167, 86, 49, 95, 117, 179, 133, 124]","[12990, 13655, 14371, 15039, 15724, 16352, 17018, 17707, 18324, 18975, 19661, 20307, 20984, 21576, 22195, 22793, 23470, 24113, 24712, 25384, 25986, 26644, 27284, 27926, 28557, 29147, 29734, 30338, 31007, 31657]",,78,EM,L,R,ITMSR,1.1,
0,500,practice,0,0,0,0,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[110288, 110725, 111082, 111479, 111923, 112420, 112914, 113408, 113940, 114415, 114884, 115366, 115826, 116323, 116799, 117279, 117757, 118240, 118722, 119175, 119664, 120164, 120635, 121123]","[110372, 110816, 111152, 111556, 111994, 112498, 112936, 113480, 114002, 114478, 114906, 115434, 115897, 116396, 116891, 117358, 117835, 118327, 118787, 119261, 119744, 120248, 120720, 121216]","[206, 20, 254, 17, 11, 230, 4, 0, 192, 233, 192, 7, 25, 210, 243, 215, 17, 4, 224, 10, 253, 49, 39, 49]","[110292, 110730, 111088, 111484, 111929, 112425, 112918, 113412, 113945, 114421, 114890, 115371, 115831, 116329, 116803, 117284, 117763, 118245, 118726, 119180, 119667, 120168, 120639, 121127]","[109936, 110436, 110936, 111436, 111936, 112436, 112936, 113436, 113960, 114435, 114904, 115386, 115846, 116343, 116819, 117299, 117777, 118260, 118743, 119195, 119684, 120184, 120655, 121143]",78,EM,L,R,ITMSR,1.1,
1,500,practice,0,1,1,1,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[127125, 127449, 127795, 128214, 128688, 129164, 129669, 130160, 130692, 131139, 131631, 132100, 132589, 133071, 133528, 134036, 134516, 134996, 135495, 135972, 136455, 136938, 137415, 137895]","[127217, 127520, 127872, 128278, 128745, 129226, 129733, 130227, 130751, 131225, 131689, 132170, 132664, 133136, 133602, 134110, 134578, 135068, 135564, 136050, 136529, 137015, 137500, 137993]","[18, 124, 122, 168, 16, 251, 78, 193, 77, 74, 45, 158, 110, 205, 91, 36, 60, 60, 108, 138, 225, 160, 171, 141]","[127131, 127453, 127801, 128221, 128694, 129169, 129675, 130165, 130697, 131144, 131636, 132107, 132594, 133078, 133534, 134040, 134524, 135002, 135501, 135976, 136458, 136943, 137420, 137901]","[126773, 127273, 127773, 128273, 128773, 129273, 129773, 130273, 130712, 131160, 131651, 132120, 132610, 133091, 133549, 134056, 134536, 135016, 135515, 135992, 136475, 136958, 137435, 137915]",78,EM,L,R,ITMSR,1.1,
4,500,practice,0,2,2,2,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[143766, 144260, 144757, 145248, 145753, 146266, 146770, 147246, 147751, 148274, 148753, 149233, 149748, 150197, 150665, 151184, 151672, 152126, 152659, 153145, 153620, 154072, 154555]","[143854, 144329, 144835, 145352, 145818, 146328, 146869, 147346, 147854, 148371, 148885, 149341, 149847, 150301, 150791, 151319, 151794, 152243, 152791, 153261, 153751, 154211, 154717]","[67, 200, 57, 218, 104, 142, 48, 173, 10, 82, 220, 102, 48, 85, 117, 155, 131, 104, 135, 78, 148, 164, 69]","[143774, 144266, 144822, 145253, 145794, 146272, 146777, 147250, 147755, 148322, 148813, 149238, 149753, 150202, 150670, 151190, 151677, 152132, 152666, 153152, 153626, 154077, 154651]","[143301, 143800, 144301, 144801, 145301, 145801, 146301, 146801, 147266, 147771, 148294, 148773, 149253, 149768, 150217, 150685, 151204, 151692, 152146, 152679, 153165, 153640, 154092, 154575]",78,EM,L,R,ITMSR,1.1,
3,500,practice,0,3,3,3,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[161127, 161644, 162159, 162614, 163099, 163614, 164121, 164290, 164630, 165106, 165625, 166103, 166616, 167094, 167597, 168070, 168557, 169081, 169564, 170045, 170563, 171055, 171549]","[161239, 161743, 162264, 162759, 163267, 163756, 164141, 164310, 164772, 165229, 165753, 166270, 166791, 167302, 167800, 168296, 168762, 169213, 169748, 170218, 170725, 171229, 171675]","[103, 206, 235, 153, 114, 70, 222, 111, 199, 114, 13, 193, 91, 228, 90, 81, 130, 121, 143, 141, 91, 160, 126]","[161191, 161650, 162208, 162619, 163105, 163619, 164126, 164294, 164635, 165112, 165706, 166109, 166621, 167098, 167602, 168076, 168562, 169160, 169568, 170049, 170568, 171059, 171554]","[160144, 160644, 161144, 161644, 162144, 162644, 163144, 163644, 164141, 164651, 165126, 165645, 166123, 166636, 167114, 167617, 168090, 168578, 169101, 169584, 170065, 170584, 171075, 171569]",78,EM,L,R,ITMSR,1.1,
2,500,practice,0,4,4,4,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[178185, 178719, 179221, 179702, 180192, 180710, 181200, 181684, 182187, 182681, 183159, 183673, 184167, 184656, 185155, 185675, 186161, 186624, 187110, 187606, 188042, 188142, 188552]","[178336, 178886, 179402, 179862, 180338, 180881, 181388, 181908, 182415, 182891, 183398, 183876, 184415, 184930, 185351, 185890, 186368, 186832, 187337, 187801, 188062, 188214, 188743]","[83, 110, 169, 166, 102, 121, 173, 150, 135, 159, 212, 163, 208, 202, 217, 159, 195, 171, 193, 163, 236, 155, 251]","[178259, 178809, 179309, 179709, 180199, 180716, 181297, 181814, 182327, 182685, 183163, 183763, 184171, 184786, 185160, 185806, 186165, 186745, 187227, 187611, 188047, 188149, 188557]","[177250, 177751, 178250, 178750, 179250, 179750, 180250, 180750, 181220, 181704, 182207, 182701, 183179, 183693, 184187, 184676, 185176, 185695, 186181, 186644, 187130, 187626, 188062, 188572]",78,EM,L,R,ITMSR,1.1,
5,500,practice,0,5,5,5,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[195251, 195781, 196289, 196776, 197262, 197783, 198270, 198764, 199261, 199756, 200251, 200745, 201241, 201723, 202207, 202754, 203224, 203701, 204184, 204646, 205117, 205590]","[195438, 195979, 196440, 196964, 197436, 197962, 198451, 198986, 199493, 199992, 200465, 200981, 201442, 201950, 202402, 202937, 203461, 203913, 204362, 204809, 205313, 205809]","[82, 87, 58, 56, 50, 100, 166, 135, 140, 173, 168, 207, 196, 192, 163, 111, 215, 173, 124, 97, 222, 165]","[195346, 195895, 196364, 196783, 197268, 197787, 198275, 198886, 199265, 199883, 200255, 200866, 201363, 201864, 202330, 202759, 203229, 203705, 204188, 204651, 205120, 205593]","[194321, 194821, 195321, 195821, 196321, 196822, 197321, 197821, 198290, 198785, 199281, 199776, 200271, 200765, 201261, 201743, 202227, 202774, 203244, 203721, 204205, 204666, 205137, 205611]",78,EM,L,R,ITMSR,1.1,
2,400,trial,0,6,6,6,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[268499, 268825, 269212, 269637, 270032, 270408, 270808, 271139, 271480, 271846, 272227, 272589, 272956, 273318, 273666, 273766, 274029, 274131, 274396, 274496, 274764, 275125, 275225, 275487, 275587, 275848, 276217]","[268578, 268905, 269294, 269687, 270100, 270496, 270828, 271211, 271500, 271931, 272311, 272609, 273039, 273338, 273686, 273786, 274050, 274151, 274416, 274516, 274883, 275145, 275256, 275507, 275607, 275985, 276299]","[163, 85, 176, 137, 56, 240, 53, 174, 62, 58, 254, 204, 80, 227, 153, 134, 49, 156, 117, 187, 91, 159, 234, 24, 230, 160, 172]","[268506, 268833, 269218, 269645, 270040, 270415, 270813, 271144, 271483, 271852, 272233, 272593, 272962, 273324, 273671, 273766, 274034, 274131, 274401, 274496, 274768, 275129, 275225, 275491, 275587, 275854, 276222]","[267704, 268104, 268504, 268904, 269304, 269704, 270104, 270504, 270828, 271159, 271500, 271866, 272247, 272609, 272976, 273338, 273686, 274050, 274416, 274784, 275145, 275507, 275868, 276237]",78,EM,L,R,ITMSR,1.1,
2,600,trial,0,7,7,7,trial,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[286964, 287515, 288037, 288584, 289154, 289695, 290250, 290767, 291326, 291836, 292397, 292905, 293435, 293969, 294464, 295010]","[287114, 287737, 288334, 288922, 289449, 290013, 290488, 291082, 291537, 292162, 292685, 293196, 293718, 294243, 294775]","[216, 206, 187, 206, 243, 196, 126, 110, 104, 243, 192, 166, 168, 133, 163]","[287043, 287519, 288043, 288756, 289158, 289700, 290254, 290774, 291332, 291841, 292401, 292910, 293440, 293974, 294468]","[281745, 282344, 282944, 283544, 284144, 284744, 285344, 285944, 286984, 287535, 288057, 288604, 289174, 289715, 290270, 290787, 291346, 291856, 292417, 292925, 293455, 293989, 294484, 295030]",78,EM,L,R,ITMSR,1.1,
4,400,trial,0,8,8,8,trial,"['S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[301907, 302298, 302683, 303065, 303506, 303836, 304237, 304596, 305000, 305343, 305719, 306093, 306447, 306809, 307166, 307502, 307912, 308271, 308630, 308967]","[302041, 302454, 302851, 303211, 303636, 303965, 304379, 304764, 305137, 305500, 305864, 306230, 306520, 306877, 307186, 307563, 307932, 308339, 308694, 309025]","[95, 107, 169, 5, 23, 34, 33, 73, 74, 30, 2, 22, 120, 207, 147, 174, 29, 94, 219, 229]","[301984, 302382, 302770, 303071, 303568, 303842, 304317, 304671, 305005, 305424, 305805, 306098, 306453, 306817, 307171, 307508, 307917, 308278, 308636, 308974]","[300363, 300763, 301163, 301563, 301963, 302363, 302764, 303163, 303526, 303856, 304258, 304616, 305020, 305363, 305739, 306113, 306467, 306829, 307186, 307522, 307932, 308291, 308651, 308987]",78,EM,L,R,ITMSR,1.1,
