pitch,ioi,event,.thisRepN,.thisTrialN,.thisN,.thisIndex,event,tap_types,tap_times,release_times,peak_pressures,peak_times,tone_times,subject,experimenter,register,handedness,experiment,version,
,,SPR,0,-1,-1,0,SPR,"['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P']","[49537, 50082, 50585, 51103, 51618, 52165, 52648, 53142, 53618, 54146, 54638, 55134, 55629, 56182, 56694, 57219, 57708, 58207, 58714, 59206, 59709, 60219, 60750, 61231, 61724, 62205, 62737, 63222, 63746, 64245]","[49639, 50182, 50681, 51210, 51713, 52260, 52747, 53240, 53710, 54242, 54738, 55224, 55716, 56274, 56774, 57309, 57794, 58289, 58801, 59301, 59794, 60302, 60837, 61326, 61805, 62295, 62829, 63325, 63835, 64343]","[48, 253, 51, 44, 19, 58, 52, 61, 69, 54, 66, 49, 82, 73, 229, 236, 254, 6, 38, 251, 0, 206, 190, 215, 255, 26, 208, 7, 181, 8]","[49542, 50087, 50590, 51155, 51665, 52171, 52698, 53186, 53660, 54191, 54642, 55179, 55673, 56186, 56701, 57261, 57750, 58246, 58754, 59252, 59714, 60226, 60758, 61286, 61730, 62211, 62744, 63229, 63797, 64252]",,100,SB,U,R,ITMSR,1.1,
5,500,practice,0,0,0,0,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[130267, 130682, 131147, 131628, 132120, 132598, 133100, 133614, 133956, 134259, 134549, 134839, 135116, 135380, 150103, 150367, 150553, 150820, 151045, 151260, 151515, 151858, 152165, 152480, 152786, 153098, 153402]","[130371, 130806, 131255, 131724, 132206, 132692, 133193, 133704, 134032, 134333, 134622, 134910, 135180, 135449, 150179, 150429, 150631, 150892, 151122, 151343, 151590, 151934, 152238, 152543, 152858, 153161, 153465]","[38, 92, 87, 73, 72, 115, 91, 96, 111, 103, 99, 77, 54, 25, 147, 108, 75, 70, 41, 31, 31, 36, 37, 23, 67, 0, 237]","[130320, 130743, 131198, 131633, 132125, 132602, 133105, 133618, 133960, 134263, 134553, 134843, 135121, 135386, 150106, 150371, 150559, 150827, 151085, 151302, 151521, 151899, 152169, 152485, 152792, 153104, 153407]","[129719, 130219, 130718, 131218, 131718, 132218, 132718, 133218, 133634, 133976, 134279, 134569, 134859, 135136, 150123, 150573, 151065, 151535, 151878, 152185, 152500, 152806, 153118, 153422]",100,SB,U,R,ITMSR,1.1,
2,500,practice,0,1,1,1,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[159370, 159796, 160297, 160788, 161266, 161765, 162241, 162747, 163148, 163496, 163822, 164149, 164473, 164794, 165102, 165412, 165720, 166020, 166310, 166623, 166927, 167208, 167502]","[159411, 159890, 160381, 160862, 161334, 161833, 162319, 162827, 163228, 163569, 163908, 164231, 164555, 164876, 165178, 165480, 165789, 166087, 166390, 166696, 167004, 167286, 167569]","[166, 72, 118, 33, 49, 47, 72, 83, 45, 102, 93, 71, 22, 33, 4, 246, 248, 252, 37, 242, 234, 39, 218]","[159377, 159800, 160302, 160793, 161270, 161770, 162245, 162751, 163153, 163501, 163826, 164153, 164477, 164798, 165107, 165419, 165725, 166025, 166316, 166628, 166932, 167214, 167507]","[158891, 159390, 159890, 160390, 160890, 161390, 161890, 162391, 162767, 163168, 163516, 163842, 164169, 164493, 164814, 165122, 165432, 165740, 166040, 166330, 166643, 166947, 167228, 167522]",100,SB,U,R,ITMSR,1.1,
1,500,practice,0,2,2,2,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[173637, 174020, 174139, 174623, 175140, 175653, 176140, 176647, 177158, 177543, 177881, 178198, 178519, 178835, 179134, 179428, 179720, 179989, 180312, 180617, 180878, 181182, 181466, 181750, 182043, 182334]","[173708, 174059, 174210, 174699, 175216, 175730, 176226, 176724, 177249, 177616, 177959, 178277, 178604, 178908, 179208, 179500, 179792, 180069, 180377, 180685, 180952, 181254, 181535, 181822, 182110, 182407]","[211, 243, 192, 123, 139, 108, 92, 61, 96, 61, 72, 88, 66, 21, 5, 242, 242, 28, 42, 232, 46, 52, 60, 71, 66, 71]","[173668, 174029, 174168, 174626, 175143, 175657, 176144, 176651, 177161, 177548, 177885, 178202, 178524, 178839, 179138, 179432, 179724, 179994, 180317, 180622, 180883, 181186, 181470, 181754, 182047, 182338]","[173288, 173788, 174288, 174788, 175288, 175789, 176289, 176789, 177178, 177563, 177901, 178219, 178539, 178855, 179154, 179448, 179740, 180332, 180637, 181202, 181486, 181770, 182063, 182354]",100,SB,U,R,ITMSR,1.1,
3,500,practice,0,3,3,3,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[188519, 189006, 189505, 189983, 190488, 190992, 191472, 191982, 192352, 192714, 193055, 193442, 193815, 194178, 194520, 194904, 195274, 195665, 196016, 196381, 196742, 197108, 197493]","[188582, 189074, 189587, 190072, 190582, 191072, 191569, 192075, 192439, 192800, 193135, 193533, 193900, 194259, 194614, 195000, 195383, 195757, 196121, 196476, 196837, 197212, 197592]","[9, 82, 99, 96, 100, 95, 83, 100, 93, 75, 81, 54, 31, 32, 54, 28, 39, 40, 62, 41, 74, 57, 64]","[188551, 189010, 189509, 189987, 190492, 190995, 191476, 191986, 192356, 192718, 193059, 193447, 193820, 194184, 194524, 194909, 195338, 195670, 196020, 196386, 196746, 197112, 197498]","[188122, 188622, 189122, 189622, 190123, 190622, 191122, 191622, 192002, 192372, 192734, 193075, 193462, 193836, 194198, 194540, 194924, 195294, 195685, 196036, 196401, 196762, 197128, 197513]",100,SB,U,R,ITMSR,1.1,
0,500,practice,0,4,4,4,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[203541, 203904, 204311, 204779, 205266, 205764, 206230, 206715, 207203, 207672, 208146, 208635, 209112, 209575, 210040, 210514, 210985, 211457, 211935, 212402, 212831, 213298, 213778, 214257]","[203628, 203991, 204433, 204880, 205372, 205856, 206341, 206828, 207340, 207789, 208257, 208756, 209238, 209697, 210169, 210640, 211102, 211569, 212056, 212510, 212939, 213416, 213896, 214364]","[62, 117, 127, 109, 90, 60, 91, 72, 109, 72, 68, 93, 68, 75, 80, 94, 81, 68, 60, 36, 27, 51, 72, 56]","[203544, 203907, 204314, 204781, 205321, 205818, 206234, 206776, 207272, 207677, 208211, 208703, 209172, 209640, 210112, 210583, 211048, 211513, 211995, 212458, 212836, 213366, 213839, 214316]","[203243, 203743, 204243, 204743, 205243, 205743, 206243, 206743, 207223, 207692, 208166, 208655, 209132, 209595, 210060, 210534, 211005, 211477, 211955, 212422, 212851, 213318, 213798, 214277]",100,SB,U,R,ITMSR,1.1,
4,500,practice,0,5,5,5,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[220149, 220817, 221307, 221790, 222297, 222788, 223294, 223817, 224280, 224753, 225245, 225743, 226194, 226710, 227156, 227636, 228150, 228605, 229080, 229563, 230028, 230522, 230985]","[220260, 220930, 221417, 221912, 222413, 222887, 223400, 223923, 224380, 224870, 225358, 225859, 226320, 226820, 227291, 227735, 228231, 228733, 229206, 229692, 230166, 230645, 231105]","[220, 75, 78, 78, 66, 71, 90, 88, 73, 96, 87, 73, 77, 53, 85, 40, 220, 45, 55, 59, 52, 44, 40]","[220216, 220880, 221365, 221854, 222365, 222793, 223299, 223821, 224285, 224815, 225304, 225811, 226269, 226774, 227235, 227697, 228157, 228672, 229148, 229633, 230113, 230587, 231048]","[219917, 220417, 220916, 221416, 221916, 222416, 222916, 223416, 223837, 224301, 224773, 225265, 225763, 226214, 226731, 227176, 227656, 228170, 228625, 229100, 229583, 230048, 230542, 231005]",100,SB,U,R,ITMSR,1.1,
4,400,trial,0,6,6,6,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[271731, 272070, 272413, 272774, 273118, 273499, 273891, 274275, 274647, 274996, 275363, 275734, 276085, 276430, 276797, 277169, 277525, 277861, 278225, 278582, 278939, 279290, 279670, 280026]","[271838, 272164, 272505, 272866, 273204, 273585, 273975, 274365, 274745, 275078, 275448, 275822, 276170, 276506, 276870, 277250, 277595, 277964, 278309, 278668, 279023, 279380, 279748, 280097]","[49, 120, 109, 94, 88, 85, 77, 98, 107, 88, 84, 83, 71, 70, 54, 65, 59, 80, 70, 77, 79, 80, 59, 65]","[271735, 272073, 272416, 272778, 273122, 273503, 273895, 274278, 274650, 274999, 275367, 275737, 276090, 276434, 276801, 277173, 277529, 277865, 278230, 278586, 278942, 279294, 279674, 280031]","[271565, 271965, 272365, 272765, 273165, 273565, 273965, 274365, 274667, 275016, 275383, 275755, 276105, 276450, 276817, 277189, 277545, 277881, 278245, 278602, 278959, 279310, 279690, 280046]",100,SB,U,R,ITMSR,1.1,
2,400,trial,0,7,7,7,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[285627, 285965, 286311, 286686, 287052, 287443, 287825, 288196, 288602, 288961, 289321, 289720, 290105, 290495, 290875, 291264, 291644, 292023, 292416, 292793, 293125, 293543, 293949, 294354]","[285706, 286040, 286392, 286766, 287144, 287520, 287918, 288277, 288674, 289033, 289419, 289806, 290188, 290586, 290956, 291351, 291727, 292120, 292502, 292898, 293242, 293634, 294046, 294440]","[227, 93, 75, 72, 68, 70, 40, 53, 80, 36, 83, 47, 70, 55, 42, 54, 49, 243, 41, 27, 248, 49, 25, 21]","[285664, 285969, 286315, 286690, 287056, 287449, 287831, 288200, 288606, 288966, 289327, 289724, 290109, 290500, 290879, 291269, 291649, 292029, 292421, 292799, 293199, 293549, 293954, 294360]","[285471, 285870, 286270, 286670, 287070, 287470, 287870, 288270, 288622, 288982, 289341, 289740, 290125, 290515, 290895, 291284, 291664, 292043, 292436, 292813, 293145, 293563, 293969, 294374]",100,SB,U,R,ITMSR,1.1,
0,600,trial,0,8,8,8,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[299921, 300497, 300931, 301491, 302075, 302659, 303249, 303854, 304457, 305018, 305585, 306167, 306747, 307361, 307960, 308544, 309160, 309749, 310381, 310974, 311556, 312176, 312782, 313410]","[300020, 300592, 301059, 301669, 302277, 302824, 303405, 304008, 304589, 305173, 305743, 306327, 306890, 307486, 308079, 308688, 309331, 309897, 310542, 311104, 311718, 312328, 312932, 313551]","[6, 110, 81, 101, 82, 83, 87, 62, 54, 82, 66, 36, 33, 15, 215, 10, 32, 255, 37, 3, 9, 37, 41, 56]","[299925, 300502, 301007, 301495, 302166, 302747, 303340, 303932, 304532, 305112, 305674, 306251, 306753, 307424, 307968, 308550, 309265, 309817, 310474, 311038, 311636, 312267, 312864, 313492]","[299737, 300337, 300937, 301537, 302137, 302737, 303337, 303937, 304477, 305038, 305605, 306187, 306767, 307381, 307980, 308564, 309180, 309769, 310402, 310994, 311576, 312196, 312802, 313431]",100,SB,U,R,ITMSR,1.1,
