pitch,ioi,event,.thisRepN,.thisTrialN,.thisN,.thisIndex,event,tap_types,tap_times,release_times,peak_pressures,peak_times,tone_times,subject,experimenter,register,handedness,experiment,version
,,SPR,0,-1,-1,0,SPR,"['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P']","[74634, 75324, 75967, 76633, 77265, 77929, 78611, 79270, 79977, 80628, 81303, 81927, 82582, 83219, 83927, 84598, 85253, 85917, 86569, 87243, 87920, 88554, 89235, 89877, 90555, 91280, 91912, 92481, 93138, 93753]","[74895, 75592, 76258, 76935, 77594, 78271, 78960, 79638, 80295, 80930, 81668, 82313, 82931, 83638, 84301, 84954, 85634, 86285, 86918, 87533, 88233, 88903, 89544, 90244, 90847, 91538, 92219, 92809, 93433, 94075]","[37, 45, 249, 232, 36, 11, 229, 16, 9, 3, 255, 22, 251, 42, 250, 208, 209, 171, 186, 186, 251, 215, 185, 232, 16, 0, 245, 0, 227, 248]","[74738, 75502, 76118, 76809, 77476, 78146, 78794, 79473, 79980, 80804, 81308, 82153, 82832, 83471, 83932, 84756, 85257, 85921, 86832, 87452, 87924, 88768, 89422, 89881, 90559, 91284, 92143, 92486, 93322, 93756]",,62,OR,U,R,ITMSR,1.1
3,500,practice,0,0,0,0,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[202189, 202742, 203246, 203771, 204298, 204821, 205336, 205818, 206363, 206879, 206981, 207388, 207901, 208418, 208931, 209033, 209456, 209975, 210472, 210989, 211091, 211484, 211586, 212003, 212105, 212530, 213035, 213561]","[202387, 202968, 203471, 203973, 204461, 204988, 205488, 206006, 206499, 206901, 207042, 207539, 208073, 208559, 208952, 209057, 209477, 209998, 210597, 211011, 211120, 211505, 211641, 212025, 212133, 212664, 213160, 213714]","[108, 39, 193, 224, 199, 158, 146, 178, 138, 38, 67, 138, 135, 110, 51, 118, 112, 234, 59, 211, 119, 41, 123, 59, 167, 164, 120, 172]","[202302, 202868, 203364, 203882, 204384, 204825, 205340, 205822, 206369, 206884, 206981, 207392, 207906, 208423, 208936, 209033, 209461, 209980, 210477, 210995, 211092, 211489, 211604, 212008, 212105, 212535, 213040, 213566]","[201810, 202309, 202809, 203309, 203809, 204309, 204809, 205309, 205838, 206383, 206899, 207408, 207921, 208438, 208951, 209476, 209995, 210492, 211009, 211504, 212023, 212550, 213055, 213581]",62,OR,U,R,ITMSR,1.1
5,500,practice,0,1,1,1,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[219550, 220111, 220651, 221187, 221741, 222231, 222682, 223257, 223738, 224212, 224713, 225242, 225721, 226241, 226765, 227233, 227751, 228259, 228787, 229296, 229828, 230318, 230860]","[219752, 220286, 220827, 221348, 221915, 222466, 222891, 223440, 223970, 224442, 224903, 225400, 225920, 226443, 226922, 227444, 227944, 228446, 228953, 229464, 229971, 230509, 231029]","[214, 210, 219, 118, 44, 153, 175, 176, 212, 88, 133, 174, 143, 133, 182, 189, 79, 32, 46, 121, 51, 203, 199]","[219554, 220116, 220655, 221192, 221745, 222235, 222686, 223262, 223742, 224351, 224719, 225247, 225726, 226247, 226770, 227237, 227893, 228264, 228792, 229301, 229834, 230323, 230864]","[219216, 219716, 220216, 220717, 221217, 221717, 222217, 222717, 223277, 223758, 224232, 224733, 225262, 225741, 226262, 226785, 227253, 227771, 228279, 228807, 229316, 229848, 230338, 230880]",62,OR,U,R,ITMSR,1.1
2,500,practice,0,2,2,2,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[236961, 237310, 237759, 238247, 238763, 239288, 239828, 240261, 240785, 241268, 241764, 242332, 242835, 243315, 243417, 243788, 243888, 244310, 244410, 244847, 244948, 245365, 245849, 245949, 246361, 246882, 246982, 247394, 247902, 248002]","[237075, 237501, 237935, 238461, 239005, 239482, 239991, 240493, 240969, 241439, 241920, 242464, 242967, 243337, 243453, 243808, 243926, 244330, 244452, 244868, 244970, 245481, 245869, 245984, 246521, 246902, 247043, 247531, 247922, 248062]","[118, 168, 143, 103, 51, 17, 51, 115, 87, 57, 116, 34, 42, 248, 131, 156, 42, 213, 104, 14, 130, 53, 144, 209, 46, 216, 254, 13, 7, 183]","[237030, 237427, 237863, 238339, 238893, 239430, 239835, 240266, 240867, 241374, 241769, 242338, 242915, 243320, 243425, 243791, 243888, 244314, 244413, 244853, 244948, 245370, 245853, 245949, 246366, 246887, 246982, 247400, 247907, 248002]","[236275, 236775, 237275, 237775, 238275, 238775, 239276, 239775, 240281, 240805, 241288, 241784, 242352, 242855, 243335, 243808, 244330, 244867, 245385, 245869, 246381, 246902, 247414, 247922]",62,OR,U,R,ITMSR,1.1
4,500,practice,0,3,3,3,practice,"['S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[255540, 255981, 256492, 257037, 257525, 258007, 258524, 258998, 259529, 260029, 260500, 261000, 261525, 262035, 262528, 263027, 263520, 264020, 264122, 264566, 264666, 265105]","[255726, 256224, 256711, 257233, 257741, 258223, 258724, 259202, 259714, 260219, 260713, 261189, 261703, 262237, 262720, 263222, 263786, 264042, 264301, 264586, 264811, 265281]","[85, 135, 181, 103, 143, 53, 104, 131, 105, 70, 251, 40, 151, 120, 100, 74, 190, 16, 22, 31, 12, 106]","[255656, 256156, 256637, 257043, 257529, 258146, 258631, 259003, 259649, 260034, 260506, 261130, 261530, 262161, 262532, 263033, 263525, 264027, 264242, 264571, 264728, 265109]","[253559, 254058, 254558, 255058, 255558, 256058, 256558, 257058, 257545, 258027, 258544, 259018, 259549, 260049, 260520, 261020, 261545, 262055, 262548, 263047, 263540, 264040, 264586, 265125]",62,OR,U,R,ITMSR,1.1
0,500,practice,0,4,4,4,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[271604, 272078, 272559, 273065, 273573, 274094, 274618, 275067, 275622, 276134, 276652, 277177, 277698, 278208, 278726, 279260, 279754, 280268, 280756, 281270, 281839, 282369]","[271750, 272254, 272774, 273285, 273813, 274317, 274851, 275333, 275808, 276317, 276826, 277361, 277899, 278409, 278935, 279435, 279962, 280467, 280976, 281468, 282022, 282567]","[77, 38, 93, 43, 90, 177, 104, 93, 53, 78, 88, 98, 118, 122, 131, 89, 16, 134, 178, 174, 151, 144]","[271689, 272187, 272683, 273071, 273579, 274098, 274624, 275073, 275627, 276140, 276658, 277182, 277703, 278214, 278730, 279377, 279845, 280273, 280867, 281411, 281954, 282484]","[270599, 271098, 271598, 272098, 272599, 273098, 273598, 274098, 274638, 275087, 275642, 276154, 276672, 277197, 277719, 278228, 278746, 279280, 279774, 280288, 280776, 281290, 281859, 282389]",62,OR,U,R,ITMSR,1.1
1,500,practice,0,5,5,5,practice,"['S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[289723, 290244, 290744, 291261, 291774, 292310, 292814, 293293, 293784, 294316, 294828, 294928, 295315, 295833, 296269, 296371, 296772, 296873, 297246, 297765, 297865, 298270, 298760, 298860, 299269]","[289901, 290449, 290992, 291475, 291964, 292516, 293011, 293482, 293991, 294500, 294848, 294992, 295491, 296012, 296290, 296488, 296792, 296991, 297449, 297785, 297962, 298448, 298780, 298967, 299450]","[195, 166, 124, 62, 68, 103, 99, 5, 62, 83, 242, 188, 85, 3, 34, 175, 179, 184, 67, 62, 21, 15, 236, 200, 195]","[289820, 290351, 290907, 291389, 291884, 292426, 292943, 293411, 293788, 294320, 294832, 294935, 295320, 295915, 296274, 296388, 296776, 296936, 297251, 297769, 297871, 298395, 298763, 298889, 299388]","[287824, 288324, 288824, 289325, 289825, 290325, 290825, 291325, 291794, 292330, 292834, 293313, 293805, 294336, 294848, 295335, 295853, 296289, 296792, 297266, 297785, 298290, 298780, 299289]",62,OR,U,R,ITMSR,1.1
4,600,trial,0,6,6,6,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[418387, 418739, 419237, 419866, 420509, 421101, 421726, 422345, 422936, 423563, 424158, 424757, 425373, 425972, 426606, 427281, 427911, 428523, 429174, 429813, 430442, 431073, 431748, 432369]","[418512, 418908, 419432, 420088, 420689, 421298, 421904, 422483, 423120, 423741, 424360, 424979, 425591, 426217, 426861, 427483, 428125, 428800, 429421, 430029, 430692, 431391, 432009, 432633]","[164, 218, 146, 240, 140, 119, 129, 226, 163, 112, 145, 91, 134, 183, 159, 36, 97, 141, 161, 178, 150, 163, 87, 148]","[418457, 418862, 419350, 420031, 420592, 421200, 421835, 422417, 423044, 423568, 424260, 424930, 425534, 426149, 426789, 427437, 428046, 428732, 429371, 429940, 430612, 431297, 431877, 432569]","[418117, 418717, 419317, 419917, 420517, 421117, 421718, 422317, 422957, 423583, 424178, 424777, 425393, 425992, 426626, 427301, 427931, 428544, 429194, 429833, 430462, 431093, 431768, 432389]",62,OR,U,R,ITMSR,1.1
3,400,trial,0,7,7,7,trial,"['S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[439386, 439768, 440212, 440608, 441042, 441465, 441864, 442245, 442682, 443114, 443503, 443927, 444360, 444744, 445140, 445601, 445972, 446401, 446826, 447234]","[439511, 439922, 440350, 440764, 441208, 441616, 442033, 442433, 442867, 443277, 443676, 444081, 444502, 444913, 445337, 445753, 446173, 446565, 446981, 447387]","[46, 233, 24, 215, 200, 174, 37, 53, 35, 58, 63, 252, 56, 53, 9, 52, 56, 234, 20, 130]","[439451, 439875, 440298, 440714, 441159, 441555, 441959, 442341, 442687, 443223, 443626, 444033, 444443, 444858, 445281, 445714, 446100, 446517, 446922, 447239]","[437873, 438274, 438674, 439074, 439474, 439874, 440274, 440674, 441062, 441485, 441884, 442265, 442702, 443134, 443523, 443948, 444380, 444764, 445160, 445621, 445992, 446422, 446846, 447254]",62,OR,U,R,ITMSR,1.1
1,400,trial,0,8,8,8,trial,"['S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[454146, 454526, 454917, 455340, 455799, 456192, 456292, 456593, 456693, 456979, 457079, 457378, 457478, 457779, 457879, 458183, 458283, 458596, 458696, 459015, 459388, 459488, 459792, 459892, 460168, 460268, 460578, 460678, 460995, 461097, 461410, 461510, 461780, 461883]","[454272, 454683, 455069, 455490, 455948, 456212, 456352, 456613, 456728, 456999, 457116, 457398, 457534, 457799, 457918, 458203, 458319, 458616, 458739, 459152, 459408, 459571, 459812, 459966, 460188, 460377, 460598, 460785, 461016, 461158, 461430, 461576, 461803, 461946]","[111, 129, 71, 53, 70, 106, 215, 157, 155, 140, 134, 6, 119, 254, 111, 212, 165, 226, 25, 252, 128, 126, 160, 187, 140, 246, 38, 240, 124, 188, 199, 203, 118, 191]","[454227, 454621, 455025, 455427, 455805, 456198, 456294, 456597, 456693, 456984, 457079, 457385, 457478, 457782, 457879, 458185, 458283, 458602, 458700, 459021, 459392, 459494, 459798, 459908, 460174, 460310, 460581, 460705, 460998, 461101, 461412, 461513, 461783, 461894]","[452622, 453021, 453421, 453821, 454221, 454621, 455021, 455421, 455819, 456212, 456613, 456999, 457398, 457799, 458203, 458616, 459035, 459408, 459812, 460188, 460598, 461016, 461430, 461800]",62,OR,U,R,ITMSR,1.1
