octave,ioi,event,.thisRepN,.thisTrialN,.thisN,.thisIndex,tap_types,tap_times,release_times,tone_times,subject,handedness,experiment,version
5,400,trial,0,30,30,30,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1330.5226181784205, 1330.9116762583537, 1331.2762282001615, 1331.7021490074276, 1332.0871292784345, 1332.500803210151, 1332.8816918695454, 1333.0004799087749, 1333.3117205685148, 1333.4346108368072, 1333.7090266381222, 1334.0980974589963, 1334.4585503569765, 1334.8394209667047, 1335.2244224726132, 1335.6053401530398, 1335.998486305435, 1336.375292201093, 1336.7439265527225, 1337.1329980814266, 1337.5057021019368, 1337.8947792932813, 1338.28797640944, 1338.6729485404014, 1339.0538959496903]","[1330.5226659569491, 1330.9608173596737, 1331.2762710238796, 1331.7144181796239, 1332.0994115454866, 1332.5171647017894, 1332.9021591293974, 1333.0332513784106, 1333.3363190784619, 1333.4387056336548, 1333.733651337781, 1334.1226871210677, 1334.4831255085317, 1334.8640194766517, 1335.2490149660048, 1335.629981486705, 1336.0231110050938, 1336.399957954895, 1336.7685438201659, 1337.1575583685508, 1337.5671148528581, 1337.9521089265509, 1338.3412112458623, 1338.738510237169, 1339.1398746503762]","[1330.174504527812, 1330.575827532961, 1330.9731113059217, 1331.3744622703578, 1331.7758666759628, 1332.1772643571824, 1332.57450636817, 1332.9758881232133, 1333.332204816288, 1333.7335986044422, 1334.1226641165908, 1334.4830858700489, 1334.8639954104299, 1335.248963648326, 1335.629924152471, 1336.02305791784, 1336.3999243329674, 1336.7684978112125, 1337.153472773494, 1337.5261583904228, 1337.9152444296428, 1338.3125434209496, 1338.6975321859172, 1339.0784173061616]",5,R,ITM,1
4,600,trial,0,31,31,31,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1344.8328119575147, 1345.0990505521606, 1345.778937950556, 1346.3932710843992, 1347.0117581188993, 1347.642452390466, 1347.757162266854, 1348.1667442330431, 1348.2813461653484, 1348.781044806704, 1349.374962706204, 1349.5018755726787, 1349.919635807282, 1350.4643573947183, 1351.0213885006638, 1351.586575932292, 1351.7053261026135, 1352.172249381268, 1352.7292631453772, 1352.8521282857027, 1353.2781170446538, 1353.4009319290458, 1353.8351318705081, 1353.9579566645207, 1354.404404897193, 1354.5272562348325, 1354.9613938872506, 1355.506117244262, 1356.034454335583, 1356.157296471432, 1356.5832788599123, 1357.1648486641654, 1357.2877077879355, 1357.7013912753575]","[1344.8778674637776, 1345.152274063302, 1345.889503481993, 1346.62261580719, 1347.2410578944816, 1347.6588170673397, 1347.8390755456396, 1348.1830710410093, 1348.42473802325, 1349.03496538888, 1349.3995364420994, 1349.579694762447, 1350.1449009515713, 1350.6732461829379, 1351.2138666030564, 1351.6111443594616, 1351.7872429205493, 1352.3688261735733, 1352.7538581161741, 1352.884892323123, 1353.302690780549, 1353.4705540929035, 1353.8555909903143, 1354.027640409593, 1354.4290076541204, 1354.5681981867517, 1355.1866537228145, 1355.6904213252208, 1356.059039750674, 1356.2351754728393, 1356.7757789050365, 1357.1894071817144, 1357.3368626919414, 1357.9348509681522]","[1344.6526699172582, 1345.25466380373, 1345.8526304911243, 1346.4547694827568, 1347.0526572471003, 1347.6547357192633, 1348.2527321355196, 1348.8547812327356, 1349.3994960957864, 1349.9441883082757, 1350.4889488263648, 1351.0459119806253, 1351.6070400069084, 1352.1927244272504, 1352.7538347577822, 1353.302651142066, 1353.8555520596615, 1354.4289687234675, 1354.9818508835665, 1355.5306739922357, 1356.059012499217, 1356.607845871422, 1357.1853031830763, 1357.7218769387907]",5,R,ITM,1
3,400,trial,0,32,32,32,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1363.734283076102, 1364.0660529308234, 1364.4223646690878, 1364.8155582460963, 1365.233298307543, 1365.6182902577457, 1366.0524611781761, 1366.4538071878019, 1366.826512977887, 1367.2320008550587, 1367.6087879932204, 1367.985599905434, 1368.366479009123, 1368.747399166955, 1369.1324056276735, 1369.5009890155393, 1369.8859809657422, 1370.2750680667073, 1370.6723695354192, 1371.0368733447838, 1371.4382285562, 1371.8232190907427, 1372.2205021558734]","[1363.8079933124218, 1364.0824862672123, 1364.4756391439928, 1364.8770304547418, 1365.249679618423, 1365.675653159028, 1366.0647250416469, 1366.474346646319, 1366.8756484165665, 1367.2729378521676, 1367.6661123177648, 1368.0470285825313, 1368.3910998157164, 1368.7720036934572, 1369.156982194889, 1369.5256154847734, 1369.9106053114858, 1370.2996241068513, 1370.696966275791, 1371.0614810565212, 1371.4791864342956, 1371.8478664409633, 1372.2696421954481]","[1363.275626190703, 1363.6769502575971, 1364.0742304914074, 1364.475615431686, 1364.8769791370632, 1365.2742540621482, 1365.675626615401, 1366.076975810262, 1366.4742956825553, 1366.8510760963313, 1367.2565441542617, 1367.6334144624543, 1368.0101637317084, 1368.391054160678, 1368.7719474209682, 1369.1569315850402, 1369.5255609818594, 1369.9105536398922, 1370.295546297925, 1370.6969149581123, 1371.0614403562934, 1371.462813617376, 1371.8478222015851, 1372.2450645664878]",5,R,ITM,1
6,400,trial,0,33,33,33,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1378.1264524230262, 1378.5769851890102, 1378.9783219968451, 1379.4042721790584, 1379.7892751006268, 1380.1906444686445, 1380.612524628062, 1381.0343559472058, 1381.415249207496, 1381.7920497944285, 1382.1647665558794, 1382.5579342970912, 1382.9429619927114, 1383.3156359304444, 1383.6760513134318, 1384.1020209609712, 1384.478820840074, 1384.8637926171202, 1385.228341373693, 1385.6174249355079, 1386.0064872624212, 1386.370995672681, 1386.7314439697657]","[1378.1632900223922, 1378.5933427875834, 1378.9906148813482, 1379.4165509069603, 1379.8056503949515, 1380.2029246122065, 1380.6288811648901, 1381.0957973652442, 1381.4889750160767, 1381.8821873505815, 1382.2343855345018, 1382.6070807071364, 1382.9716053974873, 1383.3811456017033, 1383.770279773367, 1384.1266297344541, 1384.5238423704945, 1384.92112225039, 1385.2897268731572, 1385.6706424300937, 1386.0311579710335, 1386.395581441687, 1386.7560407101375]","[1377.8684080229705, 1378.2697837614585, 1378.6670841684254, 1379.0684319476263, 1379.4698218427152, 1379.8712113838892, 1380.2684618888375, 1380.66983161077, 1381.0589190656501, 1381.4398197581556, 1381.816615744193, 1382.189332151729, 1382.5825059094961, 1382.9675035223393, 1383.3402107280847, 1383.7006208023465, 1384.1265893881412, 1384.5033744028126, 1384.8842924371545, 1385.2528829033206, 1385.6419820373967, 1386.0311066533548, 1386.391466117768, 1386.755989038544]",5,R,ITM,1
2,400,trial,0,34,34,34,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1392.4448428741157, 1392.9200031710786, 1393.3172303176352, 1393.4278209770391, 1393.751380710994, 1393.8619816339337, 1394.1855130546867, 1394.2961083149858, 1394.5991721219718, 1394.9964696976185, 1395.3937853229315, 1395.7664688163702, 1396.1473528748695, 1396.5651127555577, 1396.9459876122662, 1397.335095240303, 1397.7159849614427, 1398.100983989946, 1398.4859614296327, 1398.8545625132497, 1399.2477628146437, 1399.6163780548618, 1399.997259635956, 1400.3658819544744, 1400.7344869311569, 1401.1112737154035]","[1392.4571336351285, 1392.9322528779485, 1393.3295104611973, 1393.4564842010564, 1393.7595540245977, 1393.878340648167, 1394.1937461799298, 1394.3206862978614, 1394.6115053527878, 1395.012898787027, 1395.4633497986401, 1395.8524390230955, 1396.1719276725096, 1396.5897116194196, 1397.0279260190187, 1397.3801305734096, 1397.7774175316056, 1398.1255867468733, 1398.5105893145267, 1398.8873368142056, 1399.2723822055773, 1399.6409645316978, 1400.021930344568, 1400.3904981601727, 1400.7631590030496, 1401.1726956681155]","[1392.2114284824443, 1392.608698452719, 1393.0100575572005, 1393.4114301104532, 1393.8087262704398, 1394.2100712183205, 1394.6114572203444, 1395.0128488850085, 1395.414221084346, 1395.7909940659067, 1396.1677960684995, 1396.5896719809368, 1396.9705698421221, 1397.3555554218544, 1397.7405434789919, 1398.1255354291945, 1398.510538350763, 1398.8791295247593, 1399.2723330113886, 1399.6368959245624, 1400.0218769033993, 1400.390447196409, 1400.7590539426665, 1401.1358619618147]",5,R,ITM,1
3,600,trial,0,35,35,35,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1406.685456251325, 1406.9230153418625, 1407.6151874847153, 1407.7257501848321, 1408.2090809640788, 1408.8479750928761, 1408.9585491182738, 1409.4500486102288, 1409.5606116642607, 1410.0152501984578, 1410.12581749947, 1410.6050000407001, 1411.2521205703554, 1411.7804870366235, 1412.3211085184869, 1412.8740257161735, 1413.4351116265686, 1413.9962378832768, 1414.5737036888918, 1415.1716799319918, 1415.7819242855428, 1416.384003819451, 1416.9451123804076, 1417.5636287898549, 1418.1164667105757, 1418.685774067018, 1418.8086009845208, 1419.2591716194124, 1419.3820119856862, 1419.8817215984077]","[1406.6977668315792, 1406.9721610440777, 1407.6233799097304, 1407.8158619051883, 1408.4507344975486, 1408.8561466369047, 1409.0568624654359, 1409.4623468034572, 1409.6302476308044, 1410.0275239715495, 1410.1667633444545, 1410.6173056661441, 1411.2767611961904, 1411.833724704366, 1412.374329198308, 1412.9559099739272, 1413.5907386808242, 1414.184649855939, 1414.7538924459316, 1415.3109200127267, 1415.8065840227894, 1416.50684949445, 1416.969730709596, 1417.6618242833133, 1418.2393194638753, 1418.7103506342335, 1418.837277303394, 1419.283789594686, 1419.427064306714, 1419.9063105526488]","[1406.46843980454, 1407.0704563415734, 1407.6684325846734, 1408.2704848671244, 1408.8725424583008, 1409.4705045447997, 1410.0725755847473, 1410.670547934782, 1411.276702446296, 1411.8050285662514, 1412.3456758839116, 1412.8985824641475, 1413.4596835928887, 1414.020787199035, 1414.5982692847413, 1415.1962250007698, 1415.8065150093594, 1416.4086143625088, 1416.9696800997474, 1417.5881165243986, 1418.141030182935, 1418.7103244445216, 1419.283748540543, 1419.9062595888852]",5,R,ITM,1
4,600,trial,0,36,36,36,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1425.6770447529088, 1426.397880119779, 1427.0122337806938, 1427.6634430906408, 1428.2164370878882, 1428.8061299498113, 1429.4205009525622, 1430.0143944319257, 1430.542680205568, 1431.0956041276402, 1431.7509046952844, 1432.348887308855, 1432.9304638374936, 1433.5529971824824, 1434.1059090714439, 1434.687507188899, 1435.2854763536984, 1435.8547522117035, 1436.4568172350955, 1436.99745216573, 1437.5995125882266, 1438.1237701010464, 1438.7422666912519]","[1425.8162933276046, 1426.5985481697815, 1427.2129174029574, 1427.679867579154, 1428.2286248596286, 1428.8184100933734, 1429.4327665856083, 1430.075781700965, 1430.5836448080488, 1431.1488442727878, 1431.775496480846, 1432.3735059919584, 1432.955043236029, 1433.5775553461165, 1434.1305022726654, 1434.71209189616, 1435.3100833576061, 1435.924411890554, 1436.4814585687604, 1437.0547895851303, 1437.6241249008594, 1438.189287912351, 1438.766772121547]","[1425.2797974331959, 1425.8777159881467, 1426.479785258519, 1427.0777501763382, 1427.6798162614753, 1428.2777787018892, 1428.8798454948565, 1429.4819009625428, 1430.0348305472553, 1430.5672486327378, 1431.1201814026856, 1431.7754639206635, 1432.3734553821096, 1432.9550202315525, 1433.573457717949, 1434.1304778525287, 1434.712067476023, 1435.3100313320972, 1435.8793393963697, 1436.4814352103688, 1437.0220216546447, 1437.6240820771413, 1438.1483066758638, 1438.7626688307391]",5,R,ITM,1
6,600,trial,0,37,37,37,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1444.8938757482206, 1445.4877497622576, 1445.6024292019536, 1446.097985975763, 1446.21267603291, 1446.7041404872773, 1447.28584265575, 1447.8386572180793, 1448.4489199752118, 1448.5676956274153, 1449.0919478315095, 1449.640731301696, 1449.763616261263, 1450.2510736897093, 1450.3738652157094, 1450.8530569587303, 1450.9800437934452, 1451.4960809219629, 1451.6189499553536, 1452.0653645660984, 1452.6428554996803, 1453.1998933300113, 1453.7691709575913, 1454.3671610033773, 1454.961016613833, 1455.538508255245, 1456.12423372973, 1456.6934777353827, 1457.2504741576556, 1457.8279788939235]","[1445.0290337730492, 1445.5000295519046, 1445.6843492051246, 1446.1143556074474, 1446.2495376984978, 1446.8311163506264, 1447.4167770586619, 1448.0434462546411, 1448.4652666024192, 1448.6045257945657, 1449.1165332466005, 1449.6653503387145, 1449.7963880848135, 1450.275629729853, 1450.4271074843473, 1450.881726199303, 1451.012786949879, 1451.520680493655, 1451.6476082245606, 1452.2620758461135, 1452.8272070052524, 1453.3718832915654, 1453.9371139008267, 1454.5309875609487, 1455.1166415445985, 1455.7268947460252, 1456.3207503564809, 1456.8941797612276, 1457.4921245058904, 1458.032762975675]","[1444.2836321024995, 1444.8856801379702, 1445.4836468253645, 1446.085717511397, 1446.6836746430856, 1447.2857534691636, 1447.883695382506, 1448.4857635911333, 1449.116497855098, 1449.6653266264077, 1450.2755844287299, 1450.8776204310898, 1451.5206451021522, 1452.08583041029, 1452.6674324208107, 1453.2244568023707, 1453.7937337221208, 1454.391701117345, 1454.9855815018525, 1455.5630777441597, 1456.1487490696459, 1456.7180213885006, 1457.2750553257663, 1457.852541658453]",5,R,ITM,1
2,400,trial,0,38,38,38,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1463.7625753971722, 1464.086117789291, 1464.3810273940846, 1464.75373318417, 1465.1714704142964, 1465.5564690888848, 1465.9373779214359, 1466.3264597136756, 1466.7238004669555, 1467.1333151892898, 1467.5264797452662, 1467.9033160776164, 1468.3210632173636, 1468.689696153333, 1469.0787609576516, 1469.4760259731158, 1469.8528364696692, 1470.2296275008962, 1470.639203804445, 1471.0159990826523, 1471.388725753724, 1471.7941743463277, 1472.1832508298423, 1472.5723538569837]","[1463.7748597877146, 1464.1393830624054, 1464.4301684954046, 1464.8110433521133, 1465.1919666951803, 1465.5688026736157, 1465.9496513406125, 1466.338796129727, 1466.7646875620458, 1467.1579434280989, 1467.5511161241209, 1467.9401366890613, 1468.3578884297037, 1468.7306430600627, 1469.1647977004018, 1469.5702080701828, 1469.9265520147144, 1470.331998129913, 1470.7170159159127, 1471.089722059913, 1471.458309340844, 1471.8514784977156, 1472.232374589326, 1472.62557842987]","[1463.590610563585, 1463.9878426649518, 1464.38922123476, 1464.790569013961, 1465.1878637582874, 1465.589220739279, 1465.9906279762042, 1466.3919771710653, 1466.7483140372963, 1467.1578977730605, 1467.5510665760173, 1467.9278760108255, 1468.3456316445333, 1468.7142214028697, 1469.1033169977954, 1469.5005777662795, 1469.8773988802836, 1470.2541969898111, 1470.6638090387773, 1471.0405476905805, 1471.4132577276462, 1471.8147070804594, 1472.2037212749294, 1472.5928058984894]",5,R,ITM,1
6,400,trial,0,39,39,39,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1478.5028608721104, 1478.8673646814748, 1479.2564599224854, 1479.641446563963, 1479.756173074357, 1480.038737769139, 1480.403234146288, 1480.5220108602364, 1480.7964171058456, 1481.1977875356083, 1481.6073634852419, 1482.0210289229976, 1482.4265376811559, 1482.8483332548822, 1483.208766687536, 1483.5773844051591, 1483.982846800449, 1484.367842997632, 1484.7569361151527, 1485.1501505731476, 1485.563770355865, 1485.940561387092, 1486.3255611234254, 1486.7023801139394, 1487.0791651286108]","[1478.5151279208164, 1478.9779595878588, 1479.272821414124, 1479.6578105330066, 1479.780701863044, 1480.051015435296, 1480.4196069632073, 1480.5342966664389, 1480.8127810748895, 1481.3329462682668, 1481.6360143222332, 1482.09064790162, 1482.48791964147, 1482.9015748156899, 1483.3029643568639, 1483.7084249825784, 1484.0893401856001, 1484.4865995384241, 1484.879800547648, 1485.2811812409464, 1485.5883996564194, 1486.0347477311393, 1486.391090967841, 1486.7801720522507, 1487.144690726046]","[1478.085138506415, 1478.4864685898644, 1478.8837505932502, 1479.2851132368821, 1479.6864875597098, 1480.0878848870143, 1480.4851860018114, 1480.8865532463387, 1481.222357024523, 1481.631937928967, 1482.0455938110172, 1482.4469702573351, 1482.872900974222, 1483.2333326373005, 1483.601955309734, 1484.0074283224747, 1484.3924100091417, 1484.7815084353877, 1485.1705909354575, 1485.5883469230805, 1485.961058021891, 1486.3501178713993, 1486.7269350923382, 1487.103739572336]",5,R,ITM,1
3,600,trial,0,40,40,40,"['B', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1492.727111695936, 1493.1038949410324, 1493.2062790188202, 1493.8779580660243, 1494.4718359731264, 1495.0452222002402, 1495.163975555797, 1495.7128177758777, 1495.8233960482555, 1496.3066776333135, 1496.4213570730094, 1496.8473019464973, 1496.9578993302866, 1497.4452934079434, 1497.5681518238835, 1498.0391550349543, 1498.6412731456003, 1499.2146062854601, 1499.337463639655, 1499.8125577545084, 1500.3900504576652, 1500.5129428494477, 1500.959337287036, 1501.082235341459, 1501.5327458107963, 1501.6556084737167, 1502.1102289582475, 1502.2331040081938, 1502.6713269017534, 1502.7941987664647, 1503.220195665461, 1503.343054081401, 1503.785354783887, 1503.908197627566, 1504.3546646177347, 1504.477514539714, 1504.9403260336, 1505.0632226723628, 1505.505526913999, 1506.0297904433742, 1506.1526400114385]","[1492.89090958639, 1493.1039374108354, 1493.2103571816615, 1494.1277905757383, 1494.7339599516836, 1495.061587231029, 1495.3605912787552, 1495.7250965037797, 1495.9463075514495, 1496.3230762860298, 1496.5319349914723, 1496.8595806743992, 1497.1053870467808, 1497.469930494628, 1497.7196748795009, 1498.2766943062504, 1498.8541923181328, 1499.2392267381385, 1499.4275612034103, 1500.0296407373182, 1500.4146854208598, 1500.603043598438, 1500.9839856990016, 1501.2051125148953, 1501.5573644938997, 1501.753896692912, 1502.1348522422463, 1502.3027364355873, 1502.6959020533088, 1502.9171092079134, 1503.2447849736175, 1503.4536107649626, 1503.8099865618465, 1504.0065215921788, 1504.3792464936753, 1504.6044801395274, 1504.9648905677045, 1505.1328190004235, 1505.702210942557, 1506.0543992168568, 1506.2714273428378]","[1492.7352797008143, 1493.3373588808074, 1493.9353499883384, 1494.5373629862218, 1495.1353233031455, 1495.7373950509232, 1496.3353613844024, 1496.937422868644, 1497.4698788230344, 1498.0596205252311, 1498.661680593813, 1499.2391757743749, 1499.837123704273, 1500.414633041436, 1500.9839425213686, 1501.557312468391, 1502.1348002167376, 1502.6917920381152, 1503.2447325941937, 1503.8099458616184, 1504.3792192422184, 1504.9608354093398, 1505.5302139027024, 1506.054359932289]",5,R,ITM,1
4,400,trial,0,41,41,41,"['B', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1511.6203886199332, 1512.0913649334623, 1512.3862366693481, 1512.7425629181284, 1513.152134620782, 1513.5862814749905, 1513.9835613548858, 1514.372648455851, 1514.782213788034, 1515.138522694978, 1515.5112369790238, 1515.8880230554405, 1516.2976358122366, 1516.7030596307889, 1517.0634969565078, 1517.4607803755534, 1517.8417051342806, 1518.202091850151, 1518.5911499300842, 1518.996667536118, 1519.3898218285585, 1519.7584243278357, 1520.1557059773063, 1520.503847941117]","[1511.8865812056256, 1512.1773634533895, 1512.4640424103454, 1512.8408412277029, 1513.2463089317182, 1513.655888420502, 1514.0490575773738, 1514.4300265754794, 1514.847737615894, 1515.1876715824285, 1515.5603752490235, 1515.9576480506184, 1516.3426290294553, 1516.7399740297153, 1517.1167275459497, 1517.5262946477076, 1517.8785271613856, 1518.243019645469, 1518.6525955951029, 1519.0212561364442, 1519.443058788471, 1519.787100646709, 1520.1803267838998, 1520.5652773260447]","[1511.6326627469398, 1512.0299199762735, 1512.4313063322122, 1512.8326601279687, 1513.229940361779, 1513.6313107915416, 1514.0326975013952, 1514.429996846617, 1514.8067616881322, 1515.1630982004483, 1515.5357993896382, 1515.9126052852962, 1516.3221589382833, 1516.723545648137, 1517.088043794861, 1517.4853247365015, 1517.866238877778, 1518.2267084097643, 1518.6157162337638, 1519.0212218066868, 1519.4143913174735, 1519.7829945245805, 1520.180275466221, 1520.5284138908817]",5,R,ITM,1
7,600,trial,0,42,42,42,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1560.715012402952, 1561.4563306019352, 1562.1116570053764, 1562.2263113171055, 1562.7137223826833, 1562.828370677857, 1563.340340968814, 1563.4468163042989, 1563.9055390178928, 1564.0161116276304, 1564.4912291008754, 1564.6018087889133, 1565.1096641098666, 1565.7076240728754, 1566.2646516396705, 1566.8339423621067, 1567.427805758693, 1568.0134845163946, 1568.5787349448972, 1569.1521162172005, 1569.737766307785, 1570.3193375276983, 1570.9295999309159, 1571.50299465199, 1572.0518128058488, 1572.6170589873711, 1573.1863118408996, 1573.7433054318524]","[1561.0263022568806, 1561.7225486695095, 1562.1280503493672, 1562.3696660139294, 1562.7301005083282, 1562.9594565563998, 1563.3485514434956, 1563.5451239888205, 1563.9178237623503, 1564.1512809777398, 1564.5034975652416, 1564.732865292509, 1565.3513349851728, 1565.9492814994105, 1566.530853427154, 1567.1247391203867, 1567.6940358593783, 1568.2469442091892, 1568.8449130200738, 1569.401926784183, 1570.0039875605946, 1570.5691710991575, 1571.1589535015821, 1571.7650977495605, 1572.3466923278654, 1572.8914326727981, 1573.4730509634098]","[1560.3259780353258, 1560.9279977575943, 1561.5259524118778, 1562.1280167274397, 1562.7300785655966, 1563.328060825252, 1563.9301081528927, 1564.528074132457, 1565.1342481092975, 1565.7321999322608, 1566.285154998855, 1566.8585203449823, 1567.4523798485031, 1568.0380497583292, 1568.6073553451963, 1569.176640404992, 1569.7623170392035, 1570.3439017078877, 1570.9541662345955, 1571.5275754661857, 1572.0763752164632, 1572.6415757429472, 1573.2108834533046, 1573.7679092505248]",5,R,ITM,1
2,600,trial,0,43,43,43,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1579.7885138294066, 1580.4602006627413, 1580.5749215104952, 1581.058200618148, 1581.64794550558, 1582.2377268462596, 1582.8070048277548, 1583.4008908749026, 1583.9865724639246, 1584.5886268698657, 1585.1906872923626, 1585.7845457341384, 1586.3743461862293, 1586.972290223062, 1587.537505260062, 1588.1313601626878, 1588.6883831285877, 1589.3027902306712, 1589.8679387316465, 1590.4290352594924, 1590.994247111257, 1591.5840224353813, 1592.1737683845583, 1592.7553803046997]","[1580.107977704769, 1580.4766000232876, 1580.677267719375, 1581.1155405149534, 1581.6602348509327, 1582.2950327672227, 1582.819299835748, 1583.4131671253995, 1584.088938138131, 1584.6541468046605, 1585.2153282721126, 1585.8418951866495, 1586.4357476118698, 1587.0255285986345, 1587.6358150680737, 1588.2173742548762, 1588.7743646605936, 1589.3682496459965, 1589.9293482973326, 1590.494555194287, 1591.0843326419013, 1591.624957309, 1592.202436917301, 1592.8045125581439]","[1579.276590609148, 1579.8745176580594, 1580.476578080556, 1581.0745451218654, 1581.6766083756822, 1582.2745715239262, 1582.8766262837826, 1583.4745759832556, 1584.0070308759007, 1584.6131680455785, 1585.2152730613684, 1585.8091293796542, 1586.3988877158572, 1586.996834937925, 1587.5620705019967, 1588.1518245912193, 1588.712946600947, 1589.327279380875, 1589.8924749525488, 1590.4536019170869, 1591.0188116453617, 1591.6085830764205, 1592.198334334323, 1592.7758351775256]",5,R,ITM,1
7,600,trial,0,44,44,44,"['B', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1598.104331672174, 1598.5753083396182, 1598.6940723126258, 1599.2756598126302, 1599.3862264058125, 1599.849048871064, 1599.9637212324594, 1600.447022282844, 1600.5616723475928, 1601.0408860333453, 1601.1555962636482, 1601.6306801149658, 1601.745335842355, 1602.2122283304022, 1602.8347776015673, 1603.4532380924404, 1604.0512129198803, 1604.6778247816255, 1604.8006835514807, 1605.2635237124837, 1605.8942300171614, 1606.0171121454082, 1606.5045133013655, 1606.6314962430151, 1607.0696858685624, 1607.1966482831406, 1607.6512868173377, 1608.2328806878127, 1608.8308339264358, 1608.953692696291, 1609.4124617727532, 1609.5352688710145, 1609.9776226607544, 1610.5510212748939, 1611.1325970957025, 1611.718273729914]","[1598.3213728930111, 1598.5957656898495, 1598.8783594056633, 1599.2879516353883, 1599.4149119264762, 1599.8654238114736, 1600.0906822313775, 1600.4593119821118, 1600.7132244242423, 1601.0572669903102, 1601.3153046659804, 1601.647050808395, 1601.9009791767016, 1602.503091270792, 1603.1132595326128, 1603.6702924081335, 1604.2682559102925, 1604.7024420490688, 1604.915369715562, 1605.5010424567083, 1605.9188717047414, 1606.14405509466, 1606.5331768792976, 1606.7133564345468, 1607.0984050111535, 1607.3318077236293, 1607.9011072939409, 1608.4826905469652, 1608.8554841079767, 1609.0478751472729, 1609.4370266607727, 1609.6417626100808, 1610.235613619641, 1610.7639570814326, 1611.34145403157, 1611.963991269624]","[1598.112506047523, 1598.7145374489876, 1599.312506259872, 1599.9146102139168, 1600.5125949509775, 1601.114599100985, 1601.7125696814446, 1602.3146237334709, 1602.8593523992076, 1603.4777838690486, 1604.0798573864013, 1604.702399933181, 1605.2880673656016, 1605.9188299427683, 1606.529052707503, 1607.0983639570106, 1607.6758449809718, 1608.2574777820994, 1608.8554607495848, 1609.436975343094, 1610.0021808243885, 1610.5755610349465, 1611.1571545515064, 1611.7428354326983]",5,R,ITM,1
