octave,ioi,event,.thisRepN,.thisTrialN,.thisN,.thisIndex,event,tap_types,tap_times,release_times,tone_times,subject,handedness,experiment,version,
,,SPR,0,-1,-1,0,SPR,"['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P']","[40411, 41014, 41609, 42153, 42697, 43217, 43761, 44309, 44811, 45327, 45844, 46343, 46881, 47403, 47921, 48443, 48988, 49478, 50000, 50543, 51050, 51557, 52049, 52554, 53059, 53531, 54018, 54525, 55010, 55516]","[40516, 41151, 41718, 42276, 42818, 43348, 43899, 44410, 44944, 45440, 45941, 46457, 46986, 47535, 48047, 48580, 49094, 49600, 50134, 50617, 51160, 51684, 52170, 52658, 53170, 53622, 54096, 54670, 55112, 55653]",,23,R,ITM,1.1,
2,500,practice,0,0,0,0,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[140747, 141056, 141499, 141941, 142448, 142936, 143424, 143905, 144359, 144797, 145188, 145529, 145848, 146136, 146411, 146652, 166723, 167009, 167273, 167923, 168176, 168392, 168757, 169095, 169426, 169756]","[140837, 141176, 141630, 142088, 142577, 143068, 143554, 144023, 144478, 144885, 145270, 145610, 145907, 146197, 146470, 146715, 166782, 167059, 167322, 167989, 168225, 168452, 168828, 169150, 169487, 169822]","[139977, 140477, 140978, 141477, 141977, 142477, 142978, 143477, 143932, 144387, 144824, 145216, 145556, 145875, 146163, 146439, 166750, 167036, 167951, 168419, 168784, 169121, 169453, 169783]",23,R,ITM,1.1,
4,500,practice,0,1,1,1,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[176496, 176988, 177472, 177950, 178479, 178936, 179434, 179899, 180328, 180797, 181245, 181730, 182179, 182694, 183155, 183614, 184124, 184607, 185110, 185592, 186064, 186560]","[176575, 177076, 177556, 178034, 178551, 179032, 179530, 179963, 180415, 180868, 181338, 181798, 182246, 182720, 183181, 183681, 184185, 184665, 185167, 185667, 186150, 186641]","[175527, 176027, 176527, 177028, 177527, 178027, 178527, 179027, 179460, 179924, 180354, 180823, 181271, 181755, 182205, 182720, 183181, 183640, 184150, 184633, 185136, 185618, 186090, 186586]",23,R,ITM,1.1,
6,500,practice,0,2,2,2,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[192841, 193312, 193803, 194278, 194785, 195297, 195779, 196268, 196774, 197244, 197792, 198237, 198700, 199196, 199684, 200137, 200591, 201073, 201531, 201938, 202401, 202896, 203361]","[192959, 193435, 193918, 194427, 194874, 195377, 195868, 196365, 196851, 197328, 197869, 198346, 198805, 199306, 199770, 200221, 200675, 201159, 201624, 202035, 202484, 202980, 203447]","[192368, 192868, 193369, 193868, 194368, 194868, 195368, 195868, 196294, 196802, 197271, 197819, 198263, 198726, 199224, 199710, 200164, 200619, 201100, 201558, 201966, 202429, 202923, 203387]",23,R,ITM,1.1,
7,500,practice,0,3,3,3,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[209433, 209903, 210398, 210907, 211380, 211873, 212361, 212890, 213400, 213878, 214366, 214834, 215316, 215793, 216276, 216754, 217221, 217680, 218156, 218642, 219123, 219593, 220057]","[209538, 210006, 210492, 211005, 211512, 212000, 212471, 212983, 213468, 213954, 214459, 214917, 215400, 215880, 216358, 216822, 217316, 217774, 218245, 218739, 219228, 219688, 220150]","[208955, 209455, 209954, 210454, 210954, 211454, 211954, 212454, 212917, 213428, 213905, 214392, 214860, 215344, 215820, 216303, 216781, 217248, 217707, 218183, 218669, 219150, 219621, 220085]",23,R,ITM,1.1,
3,500,practice,0,4,4,4,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[226096, 226572, 227064, 227563, 228039, 228545, 229045, 229540, 230054, 230564, 231085, 231545, 232036, 232525, 233032, 233531, 234010, 234565, 235053, 235544, 236014, 236504, 236979]","[226185, 226677, 227172, 227676, 228149, 228666, 229130, 229656, 230166, 230637, 231183, 231670, 232125, 232628, 233127, 233632, 234127, 234668, 235171, 235637, 236120, 236587, 237088]","[225630, 226130, 226630, 227130, 227631, 228130, 228630, 229130, 229566, 230080, 230590, 231110, 231571, 232061, 232551, 233058, 233556, 234037, 234591, 235078, 235570, 236040, 236530, 237004]",23,R,ITM,1.1,
5,500,practice,0,5,5,5,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[243145, 243618, 244097, 244608, 245076, 245562, 246052, 246579, 247049, 247577, 248040, 248489, 248981, 249465, 249926, 250396, 250910, 251363, 251799, 252296, 252769, 253244, 253724]","[243264, 243741, 244213, 244707, 245191, 245689, 246147, 246666, 247130, 247657, 248123, 248578, 249067, 249543, 250000, 250475, 250966, 251438, 251914, 252381, 252854, 253347, 253790]","[242647, 243145, 243645, 244146, 244646, 245146, 245646, 246147, 246604, 247075, 247603, 248066, 248514, 249007, 249491, 249952, 250422, 250936, 251389, 251825, 252321, 252794, 253271, 253750]",23,R,ITM,1.1,
6,400,trial,0,6,6,6,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[298402, 298801, 299148, 299542, 299906, 300299, 300724, 301108, 301461, 301827, 302214, 302611, 303393, 303776, 304136, 304506, 304893, 305283, 305647, 306015, 306386, 306781, 307143]","[298483, 298870, 299240, 299640, 300024, 300407, 300828, 301194, 301553, 301921, 302307, 302693, 303477, 303853, 304225, 304588, 304967, 305371, 305729, 306115, 306497, 306894, 307248]","[297996, 298395, 298796, 299195, 299595, 299996, 300395, 300795, 301134, 301488, 301854, 302240, 302638, 303420, 303804, 304163, 304534, 304920, 305309, 305674, 306041, 306414, 306807, 307170]",23,R,ITM,1.1,
4,600,trial,0,7,7,7,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[313109, 313799, 314405, 315049, 315656, 316265, 316855, 317464, 318033, 318614, 319181, 319767, 320326, 320877, 321420, 321969, 322523, 323076, 323585, 324091, 324669, 325245, 325784]","[313199, 313917, 314539, 315166, 315770, 316355, 316949, 317558, 318133, 318726, 319272, 319855, 320413, 320986, 321517, 322070, 322628, 323176, 323686, 324214, 324769, 325363, 325905]","[312750, 313349, 313949, 314549, 315149, 315749, 316349, 316949, 317490, 318059, 318640, 319207, 319793, 320352, 320903, 321445, 321995, 322548, 323102, 323610, 324117, 324695, 325271, 325811]",23,R,ITM,1.1,
3,600,trial,0,8,8,8,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[331777, 332422, 333056, 333679, 334290, 334877, 335470, 336070, 336667, 337270, 337836, 338395, 338959, 339538, 340141, 340698, 341230, 341797, 342402, 342988, 343529, 344072, 344616]","[331884, 332550, 333174, 333792, 334372, 334951, 335547, 336146, 336753, 337363, 337967, 338513, 339075, 339667, 340244, 340776, 341322, 341904, 342475, 343090, 343643, 344186, 344699]","[331324, 331923, 332523, 333123, 333723, 334323, 334923, 335523, 336096, 336693, 337296, 337861, 338420, 338984, 339564, 340166, 340723, 341256, 341823, 342427, 343014, 343555, 344097, 344642]",23,R,ITM,1.1,
