octave,ioi,event,.thisRepN,.thisTrialN,.thisN,.thisIndex,event,tap_types,tap_times,release_times,tone_times,subject,handedness,experiment,version,
,,SPR,0,-1,-1,0,SPR,"['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P']","[46897, 52005, 52659, 53419, 54142, 54899, 55606, 56288, 57033, 57720, 58479, 59210, 59955, 60677, 61429, 62185, 62893, 63608, 64360, 65031, 65717, 66394, 67132, 67825, 68523, 69220, 69965, 70628, 71308, 72011]","[47041, 52243, 52938, 53693, 54416, 55182, 55870, 56585, 57308, 58014, 58803, 59518, 60242, 60948, 61702, 62393, 63159, 63904, 64651, 65268, 65852, 66710, 67410, 68076, 68732, 69501, 70174, 70906, 71590, 72327]",,40,R,ITM,1.1,
4,500,practice,0,0,0,0,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[139171, 140346, 141267, 141677, 142106, 142524, 143017, 143444, 143897, 144345, 144828, 145278, 145767, 146232, 146695, 147152, 147599, 148097, 148568, 149017, 149497, 149971]","[139461, 140473, 141432, 141838, 142234, 142653, 143140, 143570, 144017, 144425, 144919, 145367, 145852, 146318, 146786, 147240, 147718, 148203, 148666, 149107, 149579, 150075]","[139099, 139598, 140098, 140598, 141099, 141598, 142098, 142599, 143042, 143469, 143923, 144370, 144854, 145304, 145794, 146257, 146720, 147178, 147624, 148122, 148593, 149043, 149523, 149998]",40,R,ITM,1.1,
7,500,practice,0,1,1,1,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[155897, 156314, 156811, 157282, 157773, 158261, 158791, 159264, 159750, 160219, 160662, 161125, 161577, 162065, 162561, 163039, 163536, 163992, 164458, 164904, 165389, 165817, 166273]","[155984, 156438, 156918, 157386, 157891, 158347, 158889, 159368, 159828, 160307, 160777, 161238, 161675, 162159, 162636, 163126, 163636, 164090, 164538, 165000, 165479, 165907, 166363]","[155360, 155859, 156359, 156859, 157360, 157859, 158359, 158859, 159291, 159776, 160245, 160689, 161152, 161604, 162092, 162588, 163065, 163563, 164020, 164486, 164931, 165415, 165843, 166299]",40,R,ITM,1.1,
3,500,practice,0,2,2,2,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[172055, 172445, 173099, 173627, 174154, 174648, 175152, 175664, 176108, 176552, 177072, 177545, 178067, 178492, 179002, 179493, 179950, 180390, 180919, 181437, 181950, 182367, 182907]","[172142, 172571, 173195, 173736, 174258, 174739, 175252, 175746, 176176, 176638, 177147, 177631, 178137, 178584, 179076, 179578, 180038, 180485, 181015, 181518, 182029, 182456, 182987]","[171721, 172221, 172722, 173222, 173722, 174222, 174723, 175222, 175689, 176134, 176578, 177097, 177570, 178093, 178518, 179027, 179519, 179976, 180416, 180944, 181463, 181976, 182392, 182933]",40,R,ITM,1.1,
2,500,practice,0,3,3,3,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[189197, 189624, 190132, 190624, 191124, 191639, 192138, 192623, 193111, 193592, 194080, 194589, 195066, 195549, 196065, 196569, 197080, 197539, 198038, 198525, 199013, 199455, 200006]","[189281, 189724, 190184, 190687, 191194, 191721, 192208, 192709, 193200, 193678, 194171, 194681, 195160, 195639, 196167, 196671, 197168, 197630, 198138, 198608, 199090, 199542, 200081]","[188624, 189124, 189624, 190125, 190623, 191124, 191625, 192124, 192650, 193137, 193619, 194107, 194616, 195093, 195576, 196091, 196596, 197106, 197567, 198065, 198552, 199040, 199483, 200034]",40,R,ITM,1.1,
5,500,practice,0,4,4,4,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[205802, 206245, 206918, 207488, 207983, 208478, 208989, 209470, 209946, 210426, 210918, 211415, 211909, 212362, 212874, 213351, 213840, 214299, 214788, 215254, 215759, 216202, 216701]","[205898, 206362, 207004, 207578, 208066, 208566, 209081, 209563, 210030, 210529, 211025, 211543, 212003, 212463, 212982, 213447, 213934, 214381, 214855, 215353, 215834, 216274, 216769]","[205532, 206030, 206530, 207030, 207531, 208030, 208530, 209031, 209496, 209972, 210453, 210944, 211440, 211935, 212387, 212899, 213377, 213866, 214326, 214813, 215279, 215785, 216227, 216728]",40,R,ITM,1.1,
6,500,practice,0,5,5,5,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[222737, 223244, 223785, 224299, 224780, 225264, 225797, 226256, 226795, 227258, 227747, 228196, 228716, 229196, 229676, 230125, 230621, 231061, 231587, 231997, 232504, 232958, 233437]","[222818, 223357, 223868, 224378, 224865, 225350, 225866, 226340, 226863, 227345, 227824, 228299, 228827, 229256, 229753, 230192, 230696, 231159, 231669, 232097, 232587, 233063, 233542]","[222380, 222878, 223378, 223879, 224378, 224878, 225378, 225879, 226283, 226822, 227284, 227774, 228222, 228743, 229223, 229702, 230152, 230648, 231089, 231614, 232024, 232530, 232985, 233463]",40,R,ITM,1.1,
5,600,trial,0,6,6,6,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[305221, 305718, 306144, 306746, 307301, 307918, 308477, 309073, 309695, 310268, 310836, 311416, 311951, 312484, 313043, 313591, 314143, 314670, 315235, 315743, 316357, 316855, 317431, 317974]","[305349, 305849, 306318, 306887, 307404, 308049, 308589, 309196, 309840, 310430, 310982, 311584, 312121, 312655, 313233, 313777, 314333, 314828, 315402, 315922, 316530, 317070, 317605, 318147]","[304990, 305589, 306189, 306789, 307389, 307989, 308589, 309189, 309722, 310294, 310861, 311443, 311977, 312510, 313069, 313617, 314169, 314695, 315260, 315769, 316383, 316880, 317457, 318000]",40,R,ITM,1.1,
7,400,trial,0,7,7,7,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[323576, 323942, 324427, 324860, 325275, 325699, 326103, 326487, 326889, 327257, 327671, 328058, 328470, 328850, 329239, 329646, 330028, 330426, 330798, 331188, 331573, 331953, 332378]","[323684, 324077, 324561, 324970, 325385, 325790, 326173, 326571, 326969, 327343, 327746, 328132, 328541, 328936, 329307, 329713, 330102, 330503, 330882, 331276, 331664, 332044, 332459]","[323384, 323783, 324184, 324583, 324983, 325384, 325784, 326184, 326514, 326917, 327283, 327699, 328085, 328498, 328877, 329266, 329672, 330055, 330452, 330825, 331214, 331599, 331979, 332404]",40,R,ITM,1.1,
7,600,trial,0,8,8,8,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[338213, 338562, 339187, 339767, 340357, 340979, 341552, 342116, 342754, 343336, 343856, 344482, 345056, 345600, 346170, 346723, 347285, 347852, 348375, 348895, 349505, 350083, 350624, 351155]","[338307, 338761, 339309, 339876, 340458, 341072, 341656, 342217, 342872, 343435, 343953, 344538, 345162, 345704, 346260, 346806, 347398, 347938, 348467, 348973, 349591, 350169, 350720, 351218]","[338018, 338617, 339217, 339817, 340417, 341017, 341617, 342217, 342780, 343364, 343882, 344509, 345082, 345627, 346196, 346749, 347312, 347880, 348402, 348921, 349532, 350110, 350652, 351182]",40,R,ITM,1.1,
4,400,trial,0,9,9,9,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[356800, 357172, 357607, 358046, 358459, 358823, 359271, 359626, 360011, 360432, 360815, 361219, 361597, 361984, 362361, 362746, 363124, 363564, 363935, 364365, 364706, 365109, 365476]","[356877, 357274, 357709, 358127, 358510, 358893, 359322, 359710, 360091, 360507, 360891, 361307, 361679, 362068, 362463, 362852, 363223, 363642, 364035, 364441, 364791, 365194, 365581]","[356523, 356922, 357322, 357723, 358122, 358522, 358922, 359322, 359652, 360037, 360458, 360841, 361244, 361623, 362010, 362387, 362772, 363150, 363589, 363961, 364391, 364732, 365134, 365502]",40,R,ITM,1.1,
6,600,trial,0,10,10,10,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[371138, 371525, 372042, 372622, 373214, 373763, 374388, 374991, 375582, 376099, 376597, 377106, 377588, 378090, 378540, 379024, 379453, 379892, 380382, 380816, 381318, 381767, 382194, 382665]","[371237, 371680, 372143, 372729, 373301, 373907, 374501, 375077, 375694, 376213, 376715, 377201, 377719, 378188, 378683, 379123, 379565, 379996, 380503, 380950, 381429, 381860, 382316, 382776]","[370942, 371542, 372142, 372742, 373342, 373942, 374542, 375142, 375610, 376126, 376624, 377133, 377616, 378118, 378566, 379052, 379481, 379919, 380408, 380844, 381345, 381795, 382221, 382692]",40,R,ITM,1.1,
3,400,trial,0,11,11,11,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[388553, 388929, 389445, 389873, 390317, 390714, 391119, 391507, 391914, 392286, 392692, 393057, 393458, 393868, 394251, 394688, 395071, 395454, 395848, 396267, 396638, 397040, 397430]","[388677, 389046, 389521, 389934, 390379, 390802, 391206, 391590, 391993, 392372, 392770, 393165, 393552, 393953, 394336, 394766, 395162, 395550, 395951, 396359, 396723, 397125, 397510]","[388347, 388747, 389147, 389548, 389947, 390347, 390748, 391147, 391533, 391940, 392311, 392718, 393082, 393484, 393893, 394276, 394714, 395097, 395480, 395874, 396293, 396663, 397066, 397456]",40,R,ITM,1.1,
3,600,trial,0,12,12,12,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[403028, 403425, 404003, 404590, 405147, 405772, 406367, 406928, 407523, 408129, 408710, 409270, 409853, 410425, 411005, 411529, 412091, 412717, 413274, 413851, 414392, 414973, 415513, 416019]","[403112, 403545, 404101, 404683, 405248, 405881, 406480, 407048, 407645, 408214, 408802, 409344, 409940, 410523, 411115, 411607, 412192, 412822, 413375, 413947, 414507, 415070, 415618, 416142]","[402816, 403416, 404016, 404615, 405215, 405815, 406415, 407015, 407548, 408156, 408735, 409295, 409879, 410450, 411031, 411554, 412116, 412742, 413299, 413877, 414417, 414999, 415539, 416045]",40,R,ITM,1.1,
5,600,trial,0,13,13,13,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[421764, 422309, 422864, 423287, 423852, 424392, 424988, 425538, 426115, 426752, 427319, 427876, 428453, 429073, 429574, 430194, 430796, 431337, 431892, 432448, 433031, 433565, 434144, 434728]","[421846, 422407, 422949, 423375, 423929, 424471, 425090, 425630, 426223, 426853, 427432, 427996, 428555, 429169, 429706, 430303, 430910, 431453, 432035, 432561, 433119, 433673, 434249, 434814]","[421522, 422121, 422721, 423321, 423921, 424521, 425121, 425721, 426140, 426777, 427344, 427901, 428480, 429099, 429600, 430220, 430822, 431363, 431919, 432475, 433056, 433591, 434170, 434754]",40,R,ITM,1.1,
4,400,trial,0,14,14,14,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[440468, 440769, 441190, 441603, 442041, 442474, 442849, 443242, 443630, 444051, 444450, 444819, 445216, 445590, 445954, 446316, 446726, 447097, 447490, 447832, 448237, 448652, 449046]","[440547, 440870, 441281, 441694, 442143, 442562, 442918, 443329, 443722, 444125, 444536, 444904, 445296, 445696, 446055, 446409, 446802, 447194, 447568, 447939, 448326, 448758, 449146]","[440144, 440543, 440943, 441344, 441743, 442143, 442544, 442943, 443268, 443656, 444077, 444476, 444845, 445242, 445616, 445979, 446342, 446752, 447123, 447515, 447857, 448263, 448677, 449072]",40,R,ITM,1.1,
7,600,trial,0,15,15,15,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[454606, 455022, 455524, 456129, 456731, 457332, 457877, 458506, 459043, 459626, 460170, 460753, 461299, 461871, 462458, 462989, 463545, 464071, 464644, 465209, 465751, 466350, 466898, 467435]","[454693, 455137, 455615, 456206, 456824, 457413, 457973, 458594, 459158, 459740, 460253, 460868, 461394, 461984, 462521, 463065, 463639, 464172, 464715, 465281, 465859, 466418, 466987, 467529]","[454389, 454988, 455588, 456188, 456788, 457389, 457989, 458589, 459070, 459653, 460196, 460780, 461326, 461898, 462486, 463015, 463572, 464099, 464671, 465235, 465777, 466376, 466926, 467462]",40,R,ITM,1.1,
2,600,trial,0,16,16,16,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[473349, 473721, 474183, 474810, 475422, 476026, 476620, 477232, 477836, 478436, 479009, 479624, 480221, 480782, 481402, 482010, 482585, 483209, 483787, 484380, 484951, 485597, 486209, 486740]","[473439, 473822, 474277, 474897, 475494, 476081, 476697, 477307, 477923, 478524, 479098, 479706, 480284, 480865, 481483, 482088, 482672, 483298, 483866, 484470, 485056, 485696, 486287, 486839]","[473077, 473677, 474277, 474877, 475476, 476078, 476678, 477278, 477863, 478464, 479037, 479650, 480248, 480808, 481429, 482036, 482613, 483236, 483815, 484407, 484977, 485623, 486236, 486768]",40,R,ITM,1.1,
