octave,ioi,event,.thisRepN,.thisTrialN,.thisN,.thisIndex,event,tap_types,tap_times,release_times,tone_times,subject,handedness,experiment,version,
,,SPR,0,-1,-1,0,SPR,"['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P']","[35800, 36638, 37338, 38184, 39069, 40002, 40984, 41892, 42878, 43923, 44795, 45785, 46733, 47687, 48688, 49666, 50599, 51682, 52731, 53681, 54745, 55665, 56696, 57656, 58571, 59518, 60859, 62146, 63361, 64567]","[35900, 36895, 37658, 38558, 39416, 40391, 41274, 42128, 42972, 44086, 44972, 46029, 46947, 47956, 49055, 49911, 50993, 51945, 53041, 54102, 55005, 55953, 57063, 57955, 58906, 60025, 61124, 62535, 63885, 65236]",,10,L,ITM,1.1,
4,500,practice,0,0,0,0,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[124925, 125556, 126021, 126550, 127034, 127537, 128035, 128533, 129018, 129530, 130010, 130510, 130987, 131509, 131985, 132458, 132897, 133387, 133892, 134347, 134796, 135273, 135744]","[125146, 125716, 126224, 126718, 127192, 127723, 128231, 128664, 129208, 129675, 130177, 130635, 131175, 131693, 132116, 132630, 133134, 133568, 134016, 134548, 135011, 135452, 135938]","[124575, 125075, 125575, 126075, 126575, 127075, 127576, 128075, 128559, 129044, 129557, 130035, 130536, 131012, 131534, 132011, 132484, 132923, 133413, 133917, 134373, 134821, 135299, 135770]",10,L,ITM,1.1,
3,500,practice,0,1,1,1,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[141686, 142125, 142638, 143179, 143660, 144161, 144668, 145179, 145647, 146062, 146414, 146695, 146975, 147223, 184082, 184494, 184902, 185298, 185700, 186071, 186514, 186886, 187271, 187692]","[141905, 142290, 142855, 143315, 143845, 144382, 144903, 145359, 145861, 146232, 146562, 146814, 147062, 147312, 184252, 184663, 185090, 185435, 185831, 186225, 186625, 187032, 187396, 187810]","[141216, 141716, 142216, 142716, 143216, 143716, 144217, 144716, 145205, 145673, 146087, 146440, 146720, 147001, 184108, 184519, 184928, 185324, 185725, 186096, 186540, 186911, 187296, 187717]",10,L,ITM,1.1,
2,500,practice,0,2,2,2,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[193508, 194012, 194494, 194998, 195492, 196011, 196493, 197019, 197500, 197994, 198484, 198970, 199434, 199913, 200339, 200754, 201155, 201565, 201977, 202342, 202692, 203055, 203389]","[193650, 194139, 194631, 195169, 195677, 196169, 196683, 197177, 197654, 198156, 198632, 199146, 199617, 200066, 200482, 200887, 201271, 201721, 202095, 202506, 202806, 203179, 203545]","[193056, 193556, 194057, 194556, 195056, 195557, 196057, 196557, 197047, 197528, 198021, 198512, 198996, 199461, 199941, 200366, 200781, 201182, 201591, 202005, 202370, 202720, 203081, 203417]",10,L,ITM,1.1,
5,500,practice,0,3,3,3,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[209167, 209545, 209859, 210321, 210835, 211294, 211798, 212346, 212837, 213296, 213683, 214043, 214339, 214637, 214912, 215180, 215472, 215728, 216098, 216394, 216659, 216888, 217148, 217469, 217697, 217911, 218141, 218668, 219010]","[209272, 209650, 210013, 210492, 211003, 211511, 212022, 212485, 212986, 213424, 213829, 214155, 214474, 214718, 214996, 215258, 215549, 215813, 216172, 216488, 216732, 216964, 217235, 217532, 217743, 217985, 218263, 218777, 219175]","[208890, 209389, 209889, 210390, 210889, 211389, 211890, 212390, 212864, 213322, 213708, 214069, 214365, 214664, 214937, 215205, 215497, 216124, 216420, 216914, 217495, 217936, 218694, 219035]",10,L,ITM,1.1,
6,500,practice,0,4,4,4,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[225055, 225580, 226072, 226583, 227125, 227619, 228121, 228606, 229124, 229622, 230116, 230612, 231121, 231603, 232124, 232569, 233038, 233546, 234030, 234520, 235021, 235506, 236006]","[225256, 225764, 226269, 226833, 227303, 227814, 228299, 228795, 229314, 229817, 230286, 230806, 231288, 231774, 232291, 232767, 233207, 233674, 234180, 234716, 235196, 235678, 236192]","[224635, 225134, 225634, 226135, 226634, 227134, 227635, 228135, 228634, 229150, 229649, 230142, 230640, 231148, 231629, 232151, 232596, 233065, 233573, 234056, 234548, 235047, 235534, 236034]",10,L,ITM,1.1,
7,500,practice,0,5,5,5,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[241796, 242302, 242813, 243341, 243860, 244393, 244872, 245381, 245880, 246375, 246858, 247376, 247887, 248334, 248873, 249376, 249872, 250365, 250853, 251421, 251878, 252383, 252889]","[241942, 242430, 242984, 243555, 244040, 244552, 245032, 245516, 246037, 246521, 247055, 247532, 248013, 248528, 249007, 249522, 250010, 250507, 250996, 251531, 252054, 252536, 253045]","[241416, 241914, 242414, 242914, 243415, 243914, 244414, 244915, 245407, 245907, 246402, 246886, 247404, 247915, 248360, 248901, 249403, 249900, 250393, 250880, 251448, 251906, 252410, 252915]",10,L,ITM,1.1,
2,600,trial,0,6,6,6,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[308523, 309149, 309783, 310400, 311052, 311652, 312262, 312898, 313472, 314092, 314694, 315332, 315877, 316464, 317078, 317710, 318312, 318883, 319505, 320138, 320806, 321394, 322016]","[308699, 309365, 309990, 310643, 311284, 311878, 312485, 313138, 313728, 314331, 314880, 315492, 316067, 316651, 317319, 317908, 318507, 319106, 319745, 320280, 320936, 321628, 322246]","[308115, 308715, 309314, 309915, 310514, 311115, 311715, 312314, 312926, 313499, 314120, 314722, 315359, 315905, 316491, 317106, 317736, 318339, 318911, 319533, 320165, 320833, 321422, 322042]",10,L,ITM,1.1,
7,600,trial,0,7,7,7,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[328252, 328867, 329483, 330158, 330746, 331397, 331981, 332607, 333150, 333714, 334301, 334849, 335442, 336040, 336576, 337179, 337769, 338354, 338954, 339539, 340098, 340695, 341270]","[328410, 329081, 329752, 330383, 330995, 331641, 332240, 332823, 333392, 333952, 334515, 335078, 335703, 336231, 336846, 337421, 338007, 338609, 339205, 339723, 340312, 340954, 341507]","[327796, 328395, 328995, 329595, 330195, 330796, 331396, 331996, 332634, 333176, 333742, 334327, 334875, 335470, 336067, 336603, 337207, 337797, 338380, 338981, 339566, 340124, 340721, 341297]",10,L,ITM,1.1,
3,600,trial,0,8,8,8,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[347458, 348017, 348649, 349352, 349918, 350537, 351121, 351699, 352342, 352912, 353539, 354127, 354775, 355349, 355940, 356526, 357127, 357689, 358294, 358894, 359477, 360128, 360744]","[347611, 348238, 348935, 349595, 350187, 350741, 351332, 352023, 352559, 353157, 353733, 354356, 354963, 355557, 356125, 356754, 357310, 357936, 358530, 359134, 359793, 360369, 360961]","[346952, 347551, 348151, 348751, 349351, 349952, 350552, 351152, 351725, 352367, 352937, 353564, 354153, 354800, 355375, 355965, 356551, 357152, 357714, 358320, 358920, 359502, 360154, 360770]",10,L,ITM,1.1,
