octave,ioi,event,.thisRepN,.thisTrialN,.thisN,.thisIndex,tap_types,tap_times,release_times,tone_times,subject,handedness,experiment,version
,,SPR,0,-1,-1,0,"[b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P']","[266685.1154443047, 266685.53729410475, 266686.057432118, 266686.5038401686, 266687.0403988353, 266687.5236732829, 266688.0315318169, 266688.52302526217, 266689.01042814314, 266689.50598313165, 266690.00975074735, 266690.5217210807, 266690.98863043956, 266691.52105607203, 266692.02072109026, 266692.5040164189, 266692.97911717, 266693.47059929, 266693.5729993024, 266693.92932610447, 266694.4372055195, 266694.95326783287, 266695.4365153828, 266695.9239221568, 266696.39901866094, 266696.89458497474, 266697.40655176895, 266697.8898676247, 266698.37314667314, 266698.8686889207]","[266685.1932439506, 266685.6232886821, 266686.1557019275, 266686.61034490203, 266687.1468533127, 266687.63426185626, 266688.12574362237, 266688.6335957858, 266689.1291889973, 266689.62886888004, 266690.1449517205, 266690.6527585827, 266691.11968386784, 266691.63572034525, 266692.1354076602, 266692.62691738567, 266693.093795246, 266693.470637159, 266693.59345283196, 266694.05631445034, 266694.5395881901, 266695.0515280866, 266695.5389146874, 266696.02222311095, 266696.5136910743, 266696.9969768472, 266697.50485236914, 266697.98401430954, 266698.459122139, 266698.94651475636]",,4,R,ITM,1
7,500,practice,0,0,0,0,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[266794.1627781295, 266794.6460610711, 266795.16211312084, 266795.71092578484, 266796.21878502663, 266796.71027210145, 266797.18946731, 266797.7096106319, 266798.1888238902, 266798.6557520066, 266799.1472139534, 266799.5936400537, 266800.10967688507, 266800.5479498161, 266800.9902365116, 266801.44078467484, 266801.94052259985, 266802.37461294833, 266802.8210117971, 266803.2715482811, 266803.70568923955, 266804.16850449494, 266804.6435963981]","[266794.2774254148, 266794.7607387932, 266795.28498400474, 266795.8051082152, 266796.3211814999, 266796.8003675067, 266797.2877449056, 266797.79973682784, 266798.28711387294, 266798.7417225176, 266799.2373051116, 266799.70420668426, 266800.2079845636, 266800.64210322534, 266801.0885668408, 266801.52268798, 266802.034655128, 266802.4769772152, 266802.9234001303, 266803.37395537185, 266803.812173092, 266804.2626886949, 266804.7500887445]","[266793.77373176755, 266794.27335290017, 266794.7770883095, 266795.27677597845, 266795.7764392271, 266796.27614317613, 266796.7758004082, 266797.27548453794, 266797.73419507226, 266798.2133881573, 266798.68028973, 266799.171780344, 266799.6181929955, 266800.1342323043, 266800.5765936762, 266801.0148174128, 266801.46533938625, 266801.9650044045, 266802.39916518226, 266802.8455863278, 266803.29612599703, 266803.7302411196, 266804.19307548646, 266804.67226113926]",4,R,ITM,1
6,500,practice,0,1,1,1,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[266811.1884905011, 266811.7127272187, 266812.23700180533, 266812.74485856976, 266813.236402979, 266813.71962469304, 266814.20699678326, 266814.70666852593, 266815.2227110199, 266815.7428720377, 266816.24665133265, 266816.725830615, 266817.20911851135, 266817.6801354225, 266818.1552152926, 266818.66718421027, 266819.1177245873, 266819.5723311085, 266820.0801991982, 266820.59628451616, 266821.0795363131, 266821.60790111014]","[266811.2867850847, 266811.8191983301, 266812.3270915479, 266812.83083686687, 266813.32645662205, 266813.80561820854, 266814.29711342347, 266814.8008686521, 266815.3169146853, 266815.83708419703, 266816.3326406012, 266816.815926728, 266817.3033150984, 266817.7784331914, 266818.2413146291, 266818.74501004594, 266819.2037142098, 266819.662433592, 266820.20304212277, 266820.68633886706, 266821.1737488263, 266821.7266492233]","[266810.312063201, 266810.8116938893, 266811.3114095176, 266811.8110129544, 266812.3106885901, 266812.8144795643, 266813.31412794854, 266813.8137957981, 266814.23154087714, 266814.731254028, 266815.24734394683, 266815.76745683193, 266816.2712074597, 266816.7504154092, 266817.23371003004, 266817.70469331916, 266818.17979371635, 266818.68769118114, 266819.1422966406, 266819.59688475815, 266820.1047461235, 266820.62082330126, 266821.1041076585, 266821.632453698]",4,R,ITM,1
5,500,practice,0,2,2,2,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[266827.59575824265, 266828.06268211204, 266828.57873628533, 266829.1193646353, 266829.5903737604, 266830.11872864777, 266830.64704708185, 266831.15899511846, 266831.6341486031, 266832.17063188564, 266832.6579958358, 266833.16588693013, 266833.6819379181, 266834.2184693333, 266834.73861761007, 266835.238296785, 266835.7543406947, 266836.24174640694, 266836.7537121394, 266837.24517868704, 266837.7858077449, 266838.24860211916, 266838.7769902747]","[266827.70224032545, 266828.1774005345, 266828.67708077113, 266829.20123714977, 266829.6845434498, 266830.2374562338, 266830.7371474419, 266831.26958439965, 266831.74057830626, 266832.2689130205, 266832.7685759152, 266833.27236335026, 266833.7925222445, 266834.3208650988, 266834.85738908174, 266835.3447763904, 266835.8567311514, 266836.335921759, 266836.84788890707, 266837.3516299791, 266837.892309647, 266838.3633024919, 266838.88757743244]","[266827.17805775703, 266827.6735663825, 266828.1773446157, 266828.6770259141, 266829.17667536, 266829.6763598437, 266830.1760156601, 266830.6756930654, 266831.1835498298, 266831.658654474, 266832.1911225764, 266832.68258381536, 266833.1904412876, 266833.7064958148, 266834.24310084456, 266834.75908352673, 266835.26285008073, 266835.77889575996, 266836.26630713494, 266836.77826472727, 266837.2697433081, 266837.81035290053, 266838.2731596619, 266838.8015233972]",4,R,ITM,1
4,500,practice,0,3,3,3,"['S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[266846.19011603855, 266846.7102841346, 266847.2140269762, 266847.7137302174, 266848.2256694061, 266848.74581485154, 266849.229127876, 266849.7124005539, 266850.2284522498, 266850.7854885124, 266851.26464939106, 266851.7643384756, 266852.23125243536, 266852.77187299926, 266853.25925039826, 266853.7589207252, 266854.3036959123, 266854.79512777616, 266855.2866155588, 266855.7781072345]","[266846.3089487377, 266846.8126561877, 266847.3246134261, 266847.80380297196, 266848.3157733053, 266848.8482145101, 266849.31921832636, 266849.83117804216, 266850.35133941384, 266850.89195537684, 266851.375248228, 266851.874927049, 266852.3418760465, 266852.9152274956, 266853.41086282313, 266853.91455647035, 266854.45928847964, 266854.93846599234, 266855.39310259646, 266855.9091610167]","[266844.27339289273, 266844.7730175645, 266845.272698509, 266845.77237485256, 266846.2720228828, 266846.7717063047, 266847.271375216, 266847.77513610735, 266848.2461480637, 266848.7703674394, 266849.2536702003, 266849.7369718994, 266850.25305367814, 266850.810046763, 266851.2892416176, 266851.7888995575, 266852.2558708517, 266852.79643514287, 266853.28385359613, 266853.78351259785, 266854.3282424836, 266854.8197069078, 266855.3111840729, 266855.8026697321]",4,R,ITM,1
3,500,practice,0,4,4,4,"['S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[266863.40015437827, 266863.8916743673, 266864.4158636601, 266864.9278474423, 266865.4275064439, 266865.95177112095, 266866.4268559458, 266866.9511418578, 266867.42209329444, 266867.93814817554, 266868.4091636711, 266868.8924444891, 266869.3307004322, 266869.8467400948, 266870.34640369745, 266870.84608322626, 266871.3252922375, 266871.8250145902, 266872.29596567294, 266872.7997442601]","[266863.5189159403, 266864.05137838004, 266864.5387405606, 266865.0507225732, 266865.55446329125, 266866.06232536444, 266866.5497395707, 266867.07806189783, 266867.54087219835, 266868.0569157541, 266868.5033471632, 266868.9948406085, 266869.4289759043, 266869.96963893814, 266870.44064735534, 266870.94845527934, 266871.43176405673, 266871.9519095022, 266872.41881673754, 266872.9184902498]","[266861.4834043348, 266861.9830594434, 266862.4868167956, 266862.9864782747, 266863.4861358607, 266863.98584122537, 266864.48551296804, 266864.98517409316, 266865.4479780232, 266865.97631769226, 266866.4514166738, 266866.9756781655, 266867.4425800921, 266867.95866647176, 266868.43372687645, 266868.91699778487, 266869.35527036194, 266869.87129905325, 266870.37097044196, 266870.87064112286, 266871.3498444715, 266871.8495215229, 266872.320517553, 266872.82018257125]",4,R,ITM,1
2,500,practice,0,5,5,5,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[266878.6319776806, 266879.1521146321, 266879.66408850456, 266880.1596661437, 266880.6920907144, 266881.1795127068, 266881.6915010899, 266882.1665218559, 266882.67030645965, 266883.1536095744, 266883.6328118613, 266884.0915457541, 266884.58710322005, 266885.0539807264, 266885.51270754094, 266885.97963919654, 266886.4588418373, 266886.90933478955, 266887.42127857916, 266887.88000397803, 266888.3632872735, 266888.8465780012, 266889.30940316623]","[266878.76302367664, 266879.2626851557, 266879.7746508881, 266880.2620325341, 266880.79450948443, 266881.29414548154, 266881.81019469997, 266882.30988201493, 266882.79316849564, 266883.26824765786, 266883.75562682643, 266884.2102503356, 266884.6976567557, 266885.1768547956, 266885.62328514294, 266886.0942847122, 266886.573483106, 266887.02808502625, 266887.5318735231, 266888.0069640106, 266888.4779568555, 266888.9776179806, 266889.440458718]","[266878.2593031318, 266878.75891895563, 266879.2585843278, 266879.75825960963, 266880.2579628508, 266880.7617042768, 266881.261394777, 266881.7610442229, 266882.1910889544, 266882.69486329454, 266883.1781426969, 266883.6532568969, 266884.11605622596, 266884.6075326833, 266885.07858534, 266885.53725482005, 266886.00417550426, 266886.4834991844, 266886.93390011846, 266887.44174909673, 266887.90455090324, 266888.3878554337, 266888.8670598441, 266889.33393593476]",4,R,ITM,1
3,400,trial,0,6,6,6,"['S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[267046.73485300265, 267047.10755232564, 267047.5007288906, 267047.8570447212, 267048.3199197884, 267048.69667746936, 267049.0734645254, 267049.42161055264, 267049.78610645025, 267050.171095516, 267050.55201949936, 267050.8919635169, 267051.28514432884, 267051.666031151, 267052.07971468684, 267052.4442141236, 267052.7923463481, 267053.18145004456, 267053.5787090337, 267053.9350245105]","[267046.7962716336, 267047.1076333725, 267047.58267112647, 267047.93077468383, 267048.38135116035, 267048.774490918, 267049.13900344964, 267049.4993935645, 267049.86801400234, 267050.2448212316, 267050.6175244477, 267050.982025654, 267051.37931366434, 267051.7479333944, 267052.15750867006, 267052.53429926524, 267052.8865496596, 267053.2715178443, 267053.66880479286, 267054.04149986885]","[267045.15806927346, 267045.55529711803, 267045.95667215355, 267046.35803869506, 267046.7553716528, 267047.15669006173, 267047.55807996175, 267047.95944614935, 267048.3444309681, 267048.72121943976, 267049.0980245455, 267049.44615747785, 267049.8107043394, 267050.19158408325, 267050.5765738568, 267050.91651291953, 267051.30969585496, 267051.6905890476, 267052.10430832906, 267052.4687695428, 267052.8128267753, 267053.2060090029, 267053.59919229225, 267053.95961602917]",4,R,ITM,1
2,600,trial,0,7,7,7,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[267059.68125981453, 267060.23423418, 267060.672427126, 267060.77072241745, 267061.2130568917, 267061.80692486744, 267062.37621654297, 267062.4745065257, 267062.99467851483, 267063.0929670819, 267063.60904673714, 267063.71140923444, 267064.170165424, 267064.735367243, 267065.33744572254, 267065.9804461256, 267066.5538113775, 267067.1558580045, 267067.72112105106, 267068.31495646655, 267068.8801628864, 267069.4494517306, 267070.0474159334, 267070.60034358193, 267071.1573465764, 267071.76349792443, 267072.36559516157, 267072.9185040525]","[267059.7959492158, 267060.4348466675, 267060.6724695959, 267060.9592299065, 267061.4792744858, 267062.04039741965, 267062.37628060183, 267062.5809914398, 267062.99473054055, 267063.1912747604, 267063.60909522366, 267063.7769230306, 267064.34215599427, 267064.944224918, 267065.57084076706, 267066.1770260911, 267066.79136423045, 267067.34836333187, 267067.9341071595, 267068.51565424784, 267069.06858260423, 267069.6501463267, 267070.231723144, 267070.772351848, 267071.37031675864, 267071.91914464097, 267072.50892488373, 267073.06591265986]","[267059.4355789203, 267060.0334896817, 267060.6355610829, 267061.2335224544, 267061.8355945634, 267062.43354744086, 267063.03560256195, 267063.63357348915, 267064.19469536125, 267064.7558048463, 267065.3619473465, 267066.00089399255, 267066.5783731672, 267067.1763398474, 267067.7456364777, 267068.3354294615, 267068.9006337579, 267069.4740793487, 267070.0719724143, 267070.62491811265, 267071.18190518086, 267071.7880699777, 267072.39013288496, 267072.94304885424]",4,R,ITM,1
4,600,trial,0,8,8,8,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[267078.4804116188, 267078.8203690851, 267079.41013764864, 267080.06135174073, 267080.6756934193, 267081.2491110508, 267081.3473709506, 267081.7979537976, 267082.449162581, 267083.00617159205, 267083.57138225896, 267084.13654054626, 267084.68537373736, 267085.2587669486, 267085.7994030848, 267086.38915501424, 267086.93799139065, 267087.45403176115, 267088.023381125, 267088.57626524183, 267089.12101069995, 267089.6656906835, 267090.18183085846, 267090.7223912566, 267091.24259828345]","[267078.6032917045, 267079.02925047255, 267079.6067186758, 267080.20468181686, 267080.81904048345, 267081.2491605991, 267081.392423785, 267082.00679590035, 267082.6006734319, 267083.1535720593, 267083.7146978245, 267084.2471262883, 267084.79188625695, 267085.3652621263, 267085.9017687674, 267086.48744358134, 267087.0321862081, 267087.56461821106, 267088.12572132563, 267088.69502963516, 267089.2028863996, 267089.7639962386, 267090.267824374, 267090.80430022435, 267091.34902657097]","[267078.3043004013, 267078.90634525876, 267079.50431087724, 267080.1063815706, 267080.70435603696, 267081.3064270842, 267081.9043934105, 267082.5064598569, 267083.0307001136, 267083.5958994552, 267084.1570149569, 267084.7058835396, 267085.28332166, 267085.82395602664, 267086.41374405555, 267086.9584555377, 267087.4786165554, 267088.0479100005, 267088.6008415421, 267089.14554169896, 267089.69027476996, 267090.2063070004, 267090.7428479714, 267091.2671045083]",4,R,ITM,1
