octave,ioi,event,.thisRepN,.thisTrialN,.thisN,.thisIndex,event,tap_types,tap_times,release_times,tone_times,subject,handedness,experiment,version,
,,SPR,0,-1,-1,0,SPR,"['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P']","[32069, 32606, 33250, 33867, 34466, 35055, 35629, 36240, 36751, 37307, 37838, 38389, 38963, 39496, 40020, 40584, 41125, 41682, 42235, 42725, 43253, 43808, 44305, 44860, 45371, 45908, 46375, 46949, 47446, 47972]","[32237, 32771, 33378, 33988, 34593, 35171, 35740, 36368, 36881, 37430, 37976, 38516, 39104, 39638, 40170, 40721, 41256, 41809, 42363, 42866, 43395, 43939, 44439, 44998, 45518, 46047, 46530, 47074, 47591, 48106]",,9,R,ITM,1.1,
7,500,practice,0,0,0,0,practice,"['B', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[104469, 105099, 105776, 106296, 106809, 107308, 107824, 108353, 108760, 109087, 109361, 109649, 109950, 110211, 111073, 111514, 111962, 112403, 112848, 113306, 113712, 114151, 114621, 115066]","[104529, 105216, 105889, 106404, 106918, 107408, 107931, 108453, 108851, 109179, 109472, 109756, 110049, 110309, 111176, 111651, 112084, 112528, 112976, 113427, 113824, 114262, 114736, 115176]","[104482, 104981, 105481, 105981, 106481, 106981, 107482, 107981, 108380, 108786, 109114, 109388, 109676, 109978, 111099, 111541, 111989, 112430, 112876, 113333, 113738, 114179, 114649, 115094]",9,R,ITM,1.1,
5,500,practice,0,1,1,1,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[120757, 121415, 121918, 122421, 122925, 123449, 123955, 124481, 125036, 125498, 125939, 126427, 126927, 127389, 127827, 128299, 128797, 129336, 129780, 130257, 130683, 131167, 131670]","[120893, 121534, 122027, 122541, 123061, 123576, 124090, 124612, 125128, 125619, 126066, 126556, 127038, 127481, 127932, 128415, 128899, 129414, 129898, 130354, 130795, 131270, 131759]","[120522, 121021, 121522, 122022, 122522, 123022, 123523, 124022, 124507, 125062, 125524, 125965, 126453, 126953, 127416, 127854, 128325, 128823, 129362, 129806, 130283, 130709, 131192, 131695]",9,R,ITM,1.1,
2,500,practice,0,2,2,2,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[137524, 138286, 138869, 139396, 139942, 140407, 140925, 141410, 141881, 142383, 142894, 143338, 143821, 144289, 144758, 145265, 145754, 146217, 146665, 147141, 147642, 148132, 148559]","[137738, 138388, 138990, 139509, 140069, 140528, 141033, 141547, 142025, 142507, 142984, 143443, 143917, 144399, 144872, 145371, 145855, 146327, 146784, 147275, 147719, 148228, 148662]","[137479, 137978, 138477, 138977, 139479, 139978, 140478, 140978, 141437, 141908, 142410, 142921, 143366, 143849, 144317, 144785, 145292, 145781, 146245, 146692, 147169, 147670, 148160, 148587]",9,R,ITM,1.1,
3,500,practice,0,3,3,3,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[154681, 155225, 155706, 156227, 156703, 157229, 157724, 158269, 158724, 159217, 159692, 160164, 160623, 161127, 161572, 162023, 162535, 163024, 163456, 163919, 164456, 164935, 165417]","[154811, 155351, 155816, 156329, 156826, 157317, 157802, 158359, 158814, 159301, 159798, 160268, 160733, 161236, 161687, 162158, 162636, 163111, 163552, 164018, 164559, 165043, 165475]","[154241, 154740, 155240, 155741, 156241, 156741, 157241, 157742, 158295, 158749, 159243, 159718, 160190, 160649, 161153, 161598, 162049, 162562, 163050, 163481, 163945, 164482, 164961, 165443]",9,R,ITM,1.1,
4,500,practice,0,4,4,4,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[171284, 171964, 172492, 173011, 173547, 174092, 174642, 175093, 175636, 176110, 176579, 177165, 177815, 178300, 178786, 179310, 179820, 180365, 180904, 181414, 181959, 182503]","[171348, 172067, 172600, 173128, 173662, 174190, 174727, 175186, 175725, 176192, 176689, 177298, 177933, 178409, 178902, 179448, 179958, 180505, 181041, 181543, 182112, 182649]","[170749, 171248, 171748, 172249, 172748, 173248, 173748, 174248, 174667, 175120, 175662, 176136, 176605, 177190, 177841, 178326, 178811, 179336, 179846, 180390, 180930, 181440, 181985, 182529]",9,R,ITM,1.1,
6,500,practice,0,5,5,5,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[188228, 188772, 189320, 189854, 190341, 190854, 191343, 191855, 192334, 192898, 193533, 194118, 194650, 195211, 195778, 196332, 196924, 197425, 198027, 198595, 199153, 199748, 200302]","[188361, 188901, 189418, 189950, 190435, 190954, 191454, 191964, 192420, 193002, 193652, 194247, 194782, 195349, 195895, 196471, 197047, 197580, 198171, 198753, 199286, 199866, 200448]","[187952, 188450, 188950, 189450, 189950, 190450, 190950, 191451, 191882, 192362, 192924, 193560, 194146, 194676, 195237, 195805, 196359, 196951, 197451, 198053, 198623, 199180, 199776, 200330]",9,R,ITM,1.1,
6,400,trial,0,6,6,6,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[254913, 255383, 255879, 256333, 256703, 257180, 257559, 258015, 258362, 258720, 259128, 259514, 259906, 260281, 260674, 261133, 261513, 261940, 262298, 262736, 263121, 263505, 263925]","[255030, 255491, 255972, 256436, 256811, 257275, 257680, 258131, 258487, 258842, 259259, 259642, 260042, 260424, 260813, 261284, 261655, 262068, 262454, 262860, 263283, 263661, 264071]","[254669, 255070, 255470, 255870, 256270, 256670, 257071, 257470, 258042, 258390, 258747, 259155, 259540, 259934, 260307, 260701, 261159, 261539, 261966, 262326, 262763, 263149, 263532, 263952]",9,R,ITM,1.1,
4,600,trial,0,7,7,7,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[269613, 270231, 270886, 271511, 272100, 272653, 273304, 273947, 274572, 275284, 275991, 276638, 277303, 277939, 278683, 279391, 280100, 280807, 281423, 281974, 282823, 283423, 284055]","[269702, 270352, 270978, 271625, 272215, 272811, 273427, 274068, 274741, 275450, 276145, 276769, 277426, 278103, 278820, 279519, 280218, 280900, 281537, 282165, 282947, 283568, 284206]","[269448, 270047, 270647, 271247, 271847, 272447, 273047, 273647, 273973, 274597, 275310, 276017, 276664, 277328, 277964, 278710, 279416, 280126, 280834, 281449, 282000, 282850, 283449, 284081]",9,R,ITM,1.1,
3,600,trial,0,8,8,8,trial,"['B', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[289844, 290355, 290898, 291451, 292047, 292614, 293216, 293816, 294377, 295093, 295745, 296431, 297067, 297701, 298341, 299072, 299807, 300552, 301127, 301839, 302522, 303108, 303778, 304444]","[289941, 290514, 291030, 291580, 292155, 292716, 293300, 293933, 294500, 295229, 295884, 296565, 297226, 297876, 298532, 299216, 299940, 300680, 301258, 301991, 302637, 303268, 303929, 304594]","[289856, 290455, 291055, 291655, 292255, 292855, 293455, 294055, 294403, 295118, 295771, 296457, 297093, 297726, 298366, 299098, 299833, 300577, 301153, 301864, 302547, 303133, 303804, 304470]",9,R,ITM,1.1,
2,600,trial,0,9,9,9,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[310429, 310979, 311599, 312244, 312820, 313460, 314103, 314669, 315435, 316073, 316766, 317400, 318054, 318650, 319331, 319943, 320630, 321263, 321930, 322514, 323127, 323859, 324634]","[310522, 311118, 311743, 312377, 313003, 313620, 314241, 314797, 315573, 316211, 316906, 317533, 318202, 318817, 319470, 320104, 320809, 321432, 322094, 322679, 323311, 324026, 324739]","[310192, 310792, 311390, 311991, 312591, 313191, 313791, 314390, 314695, 315462, 316101, 316793, 317426, 318082, 318678, 319358, 319971, 320658, 321290, 321956, 322541, 323153, 323886, 324662]",9,R,ITM,1.1,
