octave,ioi,event,.thisRepN,.thisTrialN,.thisN,.thisIndex,tap_types,tap_times,release_times,tone_times,subject,handedness,experiment,version
,,SPR,0,-1,-1,0,"[b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P', b'P']","[1230.344833175663, 1231.0083220168203, 1231.655426953722, 1232.318919687972, 1232.9578533769218, 1233.6008726898476, 1234.2603042204312, 1234.9606493254155, 1235.6405411823748, 1236.283558725713, 1236.963432532878, 1237.6187561426811, 1238.3355067408902, 1239.0030776668482, 1239.642004631365, 1240.2523573561937, 1240.8625455093704, 1241.5055708388943, 1242.1690589722164, 1242.8038921726536, 1243.3732085136985, 1244.0244111077725, 1244.65514488145, 1245.2776840486183, 1245.8715527105305, 1245.9698663996712, 1246.473628719983, 1246.5719388699483, 1247.0552751938849, 1247.7187148405053]","[1230.4635852482927, 1231.1107082349886, 1231.7578078631273, 1232.4376908721483, 1232.9579199134175, 1233.7073951421987, 1234.370845406345, 1235.0712393519486, 1235.7511117434437, 1236.3900284443519, 1236.9675259430398, 1237.7252240917326, 1238.33561857883, 1239.0932002886552, 1239.7321184052335, 1240.342372387071, 1240.969008149659, 1241.6202086202277, 1242.2591522188682, 1242.9103650765505, 1243.5043041680515, 1244.1349763600786, 1244.7575296839482, 1245.400551828214, 1245.8756401040941, 1246.0067127538075, 1246.4777178831343, 1246.6005860166476, 1247.2067377403853, 1247.8374676209698]",,7,R,ITM,1.05
4,500,practice,0,0,0,0,"['S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1306.9341699235927, 1307.4051594805483, 1307.9007378118765, 1308.3881264915412, 1308.8919107547397, 1309.3793096980128, 1309.9240089512823, 1310.3868283220381, 1310.8578391140454, 1311.3370324793657, 1311.812115446483, 1312.274933047651, 1312.7705241200106, 1313.2333441986016, 1313.6838571489748, 1314.171235565031, 1314.6627314576413, 1315.1214499859673, 1315.5924526378712, 1316.0757390594358, 1316.5385414421503, 1317.0218342342305]","[1307.0201510024538, 1307.4952668839012, 1307.9867493276452, 1308.4905095244517, 1308.982000816134, 1309.473468749259, 1310.01003922468, 1310.4728256811054, 1310.943834703525, 1311.4353199786092, 1311.9022182489082, 1312.3732184233895, 1312.860675763055, 1313.3316539946495, 1313.7780685800155, 1314.2572424798718, 1314.7405342101995, 1315.211547833547, 1315.6825469462756, 1316.1535375649837, 1316.6286523846786, 1317.1078574292776]","[1305.9676084058244, 1306.4672514799947, 1306.9669168509693, 1307.4707127934464, 1307.9703540980288, 1308.470043889313, 1308.9697244787415, 1309.4693983437367, 1309.9526847653015, 1310.4154931646137, 1310.8824080690365, 1311.3656987376116, 1311.836690418072, 1312.2994942164567, 1312.795075733043, 1313.2579127996753, 1313.7084314127292, 1314.1958080591976, 1314.6873124458284, 1315.145998059824, 1315.61699186379, 1316.100301997829, 1316.5631157059045, 1317.0464003578813]",7,R,ITM,1.05
6,500,practice,0,1,1,1,"['S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1323.3783555363495, 1323.8657520022, 1324.3859038894475, 1324.8937628051788, 1325.3975658260063, 1325.9217654680542, 1326.409174321018, 1326.900640130638, 1327.4330839276492, 1327.9614325449113, 1328.4406319268296, 1328.9075457694998, 1329.411314460327, 1329.8905258754417, 1330.390185937653, 1330.889837505844, 1331.3813408307224, 1331.8686990734793, 1332.3765884261181, 1332.8680563592434, 1333.3349762185114, 1333.863309263402]","[1323.4643458170665, 1323.9640126037111, 1324.4677922659819, 1324.9920403947312, 1325.4917270007577, 1326.0036959607746, 1326.4992615510719, 1326.998938601325, 1327.5272783706487, 1328.047434150989, 1328.522509685838, 1328.9935296797012, 1329.497288814755, 1329.9723908934188, 1330.4843524211676, 1330.97174428609, 1331.4673268644287, 1331.9628906851383, 1332.4543883473361, 1332.9458559265438, 1333.4168805213346, 1333.9452142740604]","[1322.4199925181833, 1322.919623913075, 1323.419298131988, 1323.918975182241, 1324.4186837311543, 1324.9183260974894, 1325.417974126505, 1325.9177134662434, 1326.4337415064217, 1326.929307804554, 1327.4576486356302, 1327.9859894667065, 1328.469268456003, 1328.9320708387172, 1329.4358727977924, 1329.9191574497693, 1330.4188451175485, 1330.9185122581107, 1331.409998948865, 1331.897365331725, 1332.4052355728172, 1332.8926228368118, 1333.3595214610282, 1333.891954286596]",7,R,ITM,1.05
3,500,practice,0,2,2,2,"['S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1340.5229800422364, 1340.9980081521364, 1341.4935925000627, 1341.9850501695796, 1342.4765694207467, 1342.968028859851, 1343.4595289994716, 1343.9469013989299, 1344.434295741275, 1344.921683359187, 1345.4459159155651, 1345.9005413876469, 1346.3838228543661, 1346.8917051286544, 1347.3831904037386, 1347.8583480474547, 1348.3538708137307, 1348.8330422361641, 1349.3409383132362, 1349.8528768363453, 1350.3198395196348, 1350.8113155928631]","[1340.5802368203765, 1341.0717040456666, 1341.583666635168, 1342.0669587194132, 1342.5625409438344, 1343.0540389599496, 1343.5455306055494, 1344.0287862362889, 1344.5120914154825, 1344.9912794720399, 1345.519651447859, 1345.974234449837, 1346.4657437913133, 1346.9613348636728, 1347.4650663931593, 1347.9443344350786, 1348.4398798520767, 1348.9231308818883, 1349.4187456667223, 1349.9388851668562, 1350.4098743698942, 1350.897295963889]","[1339.5235760393584, 1340.0232251301265, 1340.5229092587304, 1341.0225732140348, 1341.5222265518134, 1342.0219071412419, 1342.521577467062, 1343.021267258346, 1343.484076719411, 1343.9755453603711, 1344.4588289505955, 1344.9462186920127, 1345.4704869940617, 1345.9251078652155, 1346.4124813264264, 1346.9162514329237, 1347.4077267983168, 1347.8869307811633, 1348.3784376452168, 1348.8617343303897, 1349.3654807244125, 1349.8815480494366, 1350.348448089323, 1350.835834291565]",7,R,ITM,1.05
5,500,practice,0,3,3,3,"['S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1358.2654409794739, 1358.74051262123, 1359.2647756145159, 1359.7562538112495, 1360.2559340467603, 1360.7515070693257, 1361.2306823848521, 1361.7222080065346, 1362.205467530367, 1362.713333524449, 1363.217108939709, 1363.7004296912742, 1364.1755048722057, 1364.703844287612, 1365.166643838986, 1365.637645783055, 1366.1332234065483, 1366.6329004568013, 1367.1121571733597, 1367.5994994898278]","[1358.3473261707504, 1358.8429144117697, 1359.354875585601, 1359.8545409565754, 1360.3337509560197, 1360.8211219398079, 1361.3167045181465, 1361.8040878890483, 1362.2955699788747, 1362.7952473830453, 1363.294921601958, 1363.7863923664236, 1364.257387939977, 1364.7898289056482, 1365.2608524386865, 1365.7236665006794, 1366.2315402809468, 1366.7271532961931, 1367.2022277692897, 1367.6936861466415]","[1356.2873006957664, 1356.7827827615265, 1357.2865411887453, 1357.786248675906, 1358.285891042241, 1358.7855702159993, 1359.2852274468707, 1359.7849030814539, 1360.2805001704112, 1360.7760717773067, 1361.2593670468095, 1361.7467521872989, 1362.2300318844304, 1362.7378971706771, 1363.2416846191334, 1363.7249650241, 1364.2000649792587, 1364.728407226005, 1365.1953108050668, 1365.662214030211, 1366.1578019173128, 1366.657479675401, 1367.1366790573195, 1367.624073045747]",7,R,ITM,1.05
2,500,practice,0,4,4,4,"['S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1374.8939089731189, 1375.393584607702, 1375.8809807196346, 1376.3724571467806, 1376.884409118756, 1377.3759032417784, 1377.8755601187322, 1378.3834406234328, 1378.8790554082668, 1379.370490073144, 1379.8620394073014, 1380.3411697753013, 1380.8408507186473, 1381.3446385210211, 1381.8524662920095, 1382.348055240864, 1382.8067666908391, 1383.2900775327134, 1383.8143224762052, 1384.2894334028074]","[1374.984016376472, 1375.487778342866, 1375.9710952013384, 1376.4789208488216, 1376.970401522978, 1377.4741910949394, 1377.965652657549, 1378.4653817336791, 1378.9691306051247, 1379.448295303125, 1379.9480303958533, 1380.4148950439867, 1380.9309294546804, 1381.4265067242561, 1381.9343819201938, 1382.4258763971336, 1382.9010071431176, 1383.3801746724582, 1383.900312756922, 1384.3672336779427]","[1372.923916932724, 1373.423548327616, 1373.9232310405494, 1374.4229162309057, 1374.922576647035, 1375.422278471515, 1375.9260680434766, 1376.4257029775436, 1376.9130959042186, 1377.404553219818, 1377.9001411069196, 1378.4121022807508, 1378.9076777807388, 1379.3950611516407, 1379.8865280230132, 1380.3657358989524, 1380.8695527225636, 1381.373287437308, 1381.8811428138638, 1382.376720437357, 1382.831354757377, 1383.3187554702379, 1383.838881875423, 1384.3180614379598]",7,R,ITM,1.05
7,500,practice,0,5,5,5,"['S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1391.7190015137053, 1392.2063703739882, 1392.7060481320764, 1393.2180245243615, 1393.7340716760862, 1394.1927785251337, 1394.6679513873037, 1395.138940944259, 1395.6467676534949, 1396.109571805797, 1396.6092523952254, 1397.1130352427538, 1397.5962951205036, 1398.0632139180193, 1398.5465035248417, 1399.037966857039, 1399.521281592006, 1400.0086674403303, 1400.4919584628228, 1400.9752381599544]","[1391.7927112100192, 1392.2801034288593, 1392.7839156515427, 1393.3040123276555, 1393.811908758645, 1394.2829099948788, 1394.7457077766653, 1395.2166976875383, 1395.7163874788225, 1396.2037789898272, 1396.6952391367668, 1397.1785230809087, 1397.6740982269794, 1398.1328631185017, 1398.6242999068843, 1399.1117140686113, 1399.5990963777601, 1400.1028431257005, 1400.5656851471783, 1401.0530419742652]","[1389.73262344555, 1390.232260503122, 1390.731942862138, 1391.2315972616693, 1391.7312516612003, 1392.2309439299074, 1392.730625935006, 1393.230310417527, 1393.7586360301495, 1394.2214476147196, 1394.696547215961, 1395.167545974772, 1395.6713362545686, 1396.1341411147057, 1396.6379030811, 1397.1416809737827, 1397.6250006635953, 1398.091862126471, 1398.571114596019, 1399.0666426710582, 1399.5499280308702, 1400.033205250579, 1400.5165196316284, 1400.9998343665957]",7,R,ITM,1.05
6,600,trial,0,6,6,6,"['S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1469.9711999609276, 1470.5732504883176, 1471.1794107060762, 1471.7650868849842, 1472.3262121586952, 1472.940591049355, 1473.509898188544, 1474.0587046547587, 1474.6484767212514, 1475.238265421868, 1475.8116493370949, 1476.3481904373607, 1476.9297923176537, 1477.5236277113179, 1478.097066483762, 1478.6827348764846, 1479.2356563418305, 1479.8090328247893, 1480.3947235143162, 1480.9845001817366]","[1470.0490023595682, 1470.6469821275186, 1471.2531833997107, 1471.834735377632, 1472.416303281842, 1473.00200812807, 1473.5876970480092, 1474.1406280691285, 1474.7262801816446, 1475.332456325692, 1475.8976364325538, 1476.4382996103013, 1477.0116930813015, 1477.60965019853, 1478.166664012285, 1478.7401123405027, 1479.3053104971586, 1479.8868369930176, 1480.4602442668015, 1481.0582229729994]","[1467.562996789614, 1468.160906835811, 1468.758909608401, 1469.3609537652756, 1469.9630014613256, 1470.5610208680393, 1471.1630487447076, 1471.7609959522451, 1472.3548869109618, 1472.9651674366144, 1473.5344161794108, 1474.0873634807365, 1474.6771497039304, 1475.2669023049586, 1475.8402961298764, 1476.37683899973, 1476.9584472505385, 1477.5481927732164, 1478.1257033668528, 1478.70729462962, 1479.2602419309458, 1479.8377160710766, 1480.4233766776133, 1481.0090914335324]",7,R,ITM,1.05
4,400,trial,0,7,7,7,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1489.614145659007, 1489.9868240042442, 1490.3677213763003, 1490.756823618474, 1491.154085783239, 1491.535008991275, 1491.9199969421525, 1492.3295559715266, 1492.6858730632305, 1493.0913585018245, 1493.4599958166948, 1493.8695732497804, 1494.2586556725726, 1494.6640823608564, 1495.03270056418, 1495.4176991325835]","[1489.6960067838913, 1490.048247453475, 1490.4414469989033, 1490.826443797719, 1491.2359978722477, 1491.6005251428323, 1491.9895930550056, 1492.3786998981072, 1492.7595855908849, 1493.15277841188, 1493.5418742835382, 1493.9432408299083, 1494.3241502351605, 1494.741969345787, 1495.1023437480644, 1495.4791356767628]","[1486.505528014873, 1486.9027792081945, 1487.3041549564205, 1487.70551584011, 1488.1069053911197, 1488.5042142729985, 1488.9055581686466, 1489.3069409952232, 1489.6386643577086, 1490.0114230422255, 1490.3922913930442, 1490.7813745236713, 1491.1827573502478, 1491.5636579075617, 1491.9445386454938, 1492.3541266961056, 1492.7145495850848, 1493.1200035250185, 1493.4845442444691, 1493.8941153070393, 1494.2831864044704, 1494.6927581748755, 1495.0614000906737, 1495.4463823788708]",7,R,ITM,1.05
6,400,trial,0,8,8,8,"['S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1502.5114278201122, 1502.8964207258352, 1503.3100961700106, 1503.6991785928026, 1504.1210603227657, 1504.4937570717148, 1504.8746505506779, 1505.2678794712613, 1505.6774020471298, 1506.0705764644133, 1506.4555867120955, 1506.8487894427817, 1507.2624394048948, 1507.610560828337, 1508.0037437396413, 1508.3928470435676, 1508.7819305281123, 1509.1710256919353, 1509.5765171471273, 1509.9573936380493]","[1502.5728983403744, 1502.974230556744, 1503.3797213041012, 1503.7687927554498, 1504.1824512115836, 1504.5592735771895, 1504.9401543151218, 1505.3415474053068, 1505.7470257655502, 1506.1320147781805, 1506.5211219751995, 1506.9142917915553, 1507.3156583379255, 1507.6842850352696, 1508.0569991261775, 1508.4583663803828, 1508.8351703422773, 1509.2365361808122, 1509.6256405464912, 1510.0311068735386]","[1500.9550970671917, 1501.3523578162863, 1501.7537558613167, 1502.1551142675835, 1502.552398021318, 1502.9537567815023, 1503.3551512873573, 1503.7524138060398, 1504.1496897735883, 1504.5183104543346, 1504.903312915831, 1505.2965039672386, 1505.706077861149, 1506.0951772719825, 1506.480187873582, 1506.87332583736, 1507.2910840741713, 1507.6351379234313, 1508.0324181379904, 1508.417412813301, 1508.810596786358, 1509.1996661142014, 1509.6051795122803, 1509.9860581267073]",7,R,ITM,1.05
