octave,ioi,event,.thisRepN,.thisTrialN,.thisN,.thisIndex,event,tap_types,tap_times,release_times,tone_times,subject,handedness,experiment,version,
,,SPR,0,-1,-1,0,SPR,"['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P']","[40531, 41135, 41687, 42268, 42868, 43419, 44007, 44569, 45117, 45669, 46266, 46854, 47446, 48018, 48628, 49200, 49790, 50367, 50960, 51536, 52106, 52651, 53221, 53781, 54273, 54882, 55437, 55983, 56534, 57086]","[40637, 41235, 41788, 42370, 42951, 43511, 44093, 44669, 45206, 45769, 46356, 46949, 47523, 48121, 48753, 49303, 49873, 50481, 51057, 51638, 52210, 52754, 53317, 53873, 54350, 54986, 55532, 56045, 56608, 57166]",,22,R,ITM,1.1,
3,500,practice,0,0,0,0,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[117603, 117989, 118500, 119000, 119479, 119967, 120453, 120972, 121482, 121979, 122446, 122938, 123426, 123904, 124397, 124886, 125371, 125872, 126372, 126840, 127336, 127818, 128299]","[117723, 118159, 118676, 119170, 119687, 120199, 120682, 121161, 121655, 122178, 122637, 123146, 123616, 124112, 124593, 125080, 125565, 126061, 126556, 127070, 127537, 128017, 128490]","[117018, 117518, 118019, 118518, 119018, 119518, 120018, 120518, 120997, 121507, 122005, 122472, 122963, 123452, 123929, 124423, 124911, 125396, 125897, 126398, 126866, 127362, 127844, 128324]",22,R,ITM,1.1,
6,500,practice,0,1,1,1,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[134162, 134508, 134862, 135318, 135833, 136328, 136835, 137326, 137789, 138264, 138745, 139202, 139694, 140184, 140674, 141143, 141623, 142125, 142598, 143066, 143574, 144053, 144535, 145015]","[134291, 134646, 135050, 135565, 136054, 136546, 137059, 137504, 137974, 138467, 138934, 139410, 139897, 140414, 140855, 141333, 141826, 142333, 142816, 143267, 143772, 144243, 144737, 145201]","[133856, 134355, 134855, 135355, 135856, 136355, 136855, 137355, 137817, 138292, 138772, 139229, 139721, 140212, 140700, 141170, 141649, 142151, 142624, 143092, 143600, 144080, 144562, 145042]",22,R,ITM,1.1,
2,500,practice,0,2,2,2,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[150809, 151323, 151814, 152348, 152849, 153331, 153846, 154338, 154854, 155338, 155825, 156339, 156833, 157336, 157794, 158303, 158823, 159307, 159813, 160346, 160835, 161307, 161817]","[150994, 151547, 152061, 152567, 153069, 153581, 154077, 154570, 155062, 155541, 156035, 156569, 157043, 157561, 158000, 158513, 159026, 159507, 159995, 160521, 161044, 161501, 162021]","[150363, 150863, 151363, 151863, 152364, 152862, 153363, 153863, 154365, 154881, 155366, 155852, 156365, 156861, 157364, 157821, 158330, 158851, 159334, 159840, 160372, 160863, 161335, 161845]",22,R,ITM,1.1,
7,500,practice,0,3,3,3,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[167627, 167954, 168407, 168880, 169401, 169894, 170383, 170856, 171342, 171835, 172344, 172824, 173341, 173861, 174345, 174822, 175295, 175787, 176254, 176761, 177253, 177718, 178209, 178684]","[167764, 168123, 168613, 169136, 169623, 170089, 170589, 171072, 171556, 172033, 172564, 173052, 173536, 174059, 174550, 175019, 175482, 175980, 176447, 176955, 177432, 177908, 178363, 178881]","[167419, 167918, 168418, 168919, 169418, 169918, 170419, 170919, 171370, 171863, 172370, 172852, 173368, 173888, 174372, 174849, 175322, 175814, 176281, 176788, 177280, 177744, 178237, 178711]",22,R,ITM,1.1,
5,500,practice,0,4,4,4,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[184588, 185063, 185575, 186084, 186558, 187072, 187557, 188047, 188547, 189033, 189541, 190039, 190543, 191034, 191544, 192010, 192514, 192977, 193473, 193965, 194479, 194963, 195467]","[184776, 185295, 185810, 186296, 186808, 187293, 187796, 188274, 188789, 189262, 189769, 190270, 190775, 191248, 191763, 192244, 192726, 193173, 193699, 194201, 194684, 195172, 195674]","[184129, 184629, 185129, 185629, 186129, 186630, 187129, 187629, 188072, 188573, 189059, 189566, 190064, 190569, 191059, 191569, 192036, 192539, 193003, 193499, 193990, 194504, 194989, 195492]",22,R,ITM,1.1,
4,500,practice,0,5,5,5,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[201466, 201953, 202461, 202962, 203449, 203952, 204497, 204989, 205504, 206014, 206536, 207027, 207527, 208013, 208500, 209008, 209488, 209978, 210465, 210975, 211470, 211985, 212455]","[201665, 202193, 202697, 203206, 203709, 204219, 204730, 205215, 205757, 206263, 206750, 207234, 207706, 208233, 208700, 209205, 209667, 210170, 210679, 211200, 211690, 212202, 212640]","[201050, 201548, 202048, 202548, 203048, 203548, 204048, 204549, 205015, 205530, 206040, 206562, 207052, 207553, 208038, 208526, 209034, 209514, 210003, 210491, 211001, 211495, 212011, 212481]",22,R,ITM,1.1,
2,600,trial,0,6,6,6,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[243126, 243787, 244474, 245099, 245669, 246299, 246915, 247506, 248124, 248741, 249344, 249977, 250619, 251187, 251778, 252367, 253007, 253646, 254247, 254846, 255458, 256051, 256645]","[243347, 244086, 244757, 245401, 245966, 246586, 247188, 247887, 248429, 249005, 249668, 250260, 250890, 251436, 252038, 252661, 253260, 253880, 254479, 255108, 255646, 256315, 256868]","[242732, 243332, 243931, 244532, 245132, 245731, 246332, 246932, 247534, 248152, 248768, 249371, 250005, 250647, 251213, 251804, 252395, 253035, 253674, 254274, 254873, 255485, 256078, 256671]",22,R,ITM,1.1,
7,600,trial,0,7,7,7,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[262898, 263462, 264089, 264705, 265334, 265929, 266558, 267136, 267719, 268295, 268847, 269428, 269995, 270571, 271119, 271682, 272264, 272813, 273388, 273941, 274514, 275082, 275651]","[263084, 263720, 264322, 264950, 265570, 266210, 266809, 267386, 267960, 268489, 269111, 269708, 270259, 270822, 271309, 271929, 272501, 273051, 273569, 274183, 274724, 275291, 275866]","[262387, 262986, 263586, 264186, 264786, 265387, 265987, 266587, 267163, 267746, 268322, 268874, 269455, 270021, 270598, 271147, 271710, 272290, 272840, 273415, 273969, 274542, 275109, 275679]",22,R,ITM,1.1,
6,600,trial,0,8,8,8,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[282288, 282915, 283493, 284110, 284726, 285338, 285927, 286521, 287079, 287674, 288229, 288811, 289377, 289964, 290567, 291142, 291753, 292310, 292898, 293483, 294057, 294628]","[282554, 283160, 283728, 284346, 284917, 285570, 286158, 286788, 287311, 287911, 288478, 289060, 289634, 290224, 290804, 291383, 291994, 292562, 293124, 293701, 294296, 294884]","[281198, 281798, 282398, 282998, 283598, 284198, 284798, 285399, 285954, 286548, 287106, 287700, 288257, 288838, 289404, 289991, 290594, 291169, 291780, 292336, 292925, 293510, 294085, 294654]",22,R,ITM,1.1,
