octave,ioi,event,.thisRepN,.thisTrialN,.thisN,.thisIndex,tap_types,tap_times,release_times,tone_times,subject,handedness,experiment,version
7,600,trial,0,29,29,29,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[717037, 717596, 718157, 718685, 719235, 719739, 720428, 721085, 721639, 722255, 722875, 723505, 724130, 724802, 725340, 726007, 726600, 727187, 727815, 728484, 729090, 729697, 730322, 730976]","[717094, 717668, 718234, 718752, 719308, 719827, 720484, 721136, 721715, 722345, 722941, 723576, 724189, 724923, 725434, 726119, 726697, 727323, 727901, 728580, 729191, 729819, 730438, 731081]","[716884, 717484, 718084, 718684, 719283, 719883, 720483, 721083, 721666, 722282, 722902, 723532, 724158, 724830, 725366, 726035, 726627, 727214, 727842, 728511, 729116, 729723, 730349, 731002]",8,R,ITM,1.1
5,600,trial,0,30,30,30,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[741919, 742369, 742834, 743405, 744064, 744583, 745166, 745749, 746346, 746863, 747531, 748344, 748874, 749570, 750161, 750764, 751328, 751966, 752643, 753294, 753808, 754439, 755036, 755609]","[742002, 742449, 742927, 743476, 744135, 744658, 745251, 745814, 746411, 746950, 747628, 748412, 748998, 749657, 750268, 750833, 751416, 752054, 752723, 753361, 753922, 754531, 755121, 755694]","[741605, 742204, 742804, 743404, 744004, 744604, 745204, 745804, 746372, 746889, 747556, 748369, 748900, 749595, 750187, 750789, 751353, 751991, 752668, 753319, 753833, 754464, 755062, 755635]",8,R,ITM,1.1
2,400,trial,0,31,31,31,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[761176, 761574, 761980, 762259, 762655, 763036, 763429, 763836, 764234, 764630, 765028, 765420, 765847, 766243, 766679, 767060, 767505, 767927, 768381, 768814, 769272, 769755, 770188, 770618]","[761239, 761653, 762065, 762357, 762732, 763116, 763495, 763901, 764312, 764709, 765093, 765490, 765918, 766302, 766747, 767154, 767591, 768003, 768442, 768880, 769345, 769814, 770241, 770680]","[761029, 761428, 761829, 762228, 762629, 763029, 763428, 763829, 764261, 764656, 765056, 765447, 765875, 766271, 766705, 767086, 767532, 767954, 768409, 768841, 769299, 769782, 770215, 770644]",8,R,ITM,1.1
3,400,trial,0,32,32,32,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[776605, 776878, 777207, 777493, 777889, 778294, 778723, 779125, 779469, 779772, 780237, 780648, 781061, 781466, 781875, 782352, 782797, 783265, 783721, 784162, 784613, 785053, 785521, 785933]","[776673, 776967, 777279, 777587, 777977, 778351, 778774, 779192, 779553, 779877, 780303, 780772, 781119, 781564, 781999, 782425, 782895, 783338, 783806, 784244, 784686, 785124, 785551, 785995]","[776349, 776749, 777148, 777548, 777949, 778349, 778749, 779149, 779495, 779798, 780263, 780674, 781086, 781492, 781900, 782377, 782823, 783291, 783747, 784188, 784638, 785079, 785547, 785958]",8,R,ITM,1.1
4,600,trial,0,33,33,33,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[791843, 792198, 792883, 793412, 793990, 794597, 795247, 795773, 796488, 797057, 797633, 798162, 798807, 799432, 800020, 800690, 801252, 801882, 802432, 802951, 803589, 804209, 804814, 805368]","[791884, 792287, 792940, 793462, 794038, 794637, 795279, 795821, 796592, 797157, 797720, 798251, 798889, 799501, 800128, 800768, 801318, 801954, 802505, 803019, 803675, 804306, 804883, 805406]","[791662, 792262, 792862, 793462, 794062, 794662, 795262, 795863, 796514, 797082, 797660, 798188, 798832, 799458, 800046, 800715, 801277, 801907, 802457, 802976, 803614, 804236, 804840, 805394]",8,R,ITM,1.1
4,400,trial,0,34,34,34,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[810907, 811300, 811617, 811933, 812314, 812687, 813072, 813457, 813918, 814363, 814783, 815241, 815638, 816100, 816550, 817026, 817435, 817893, 818336, 818801, 819270, 819729, 820211, 820645]","[810949, 811374, 811700, 812020, 812404, 812760, 813133, 813533, 813964, 814437, 814881, 815313, 815748, 816191, 816615, 817083, 817516, 817968, 818424, 818868, 819346, 819793, 820278, 820714]","[810734, 811133, 811533, 811933, 812334, 812733, 813133, 813533, 813944, 814390, 814809, 815266, 815664, 816125, 816576, 817051, 817461, 817918, 818362, 818827, 819297, 819755, 820237, 820671]",8,R,ITM,1.1
2,600,trial,0,35,35,35,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[826266, 826841, 827359, 827943, 828497, 829157, 829687, 830271, 830877, 831516, 832147, 832820, 833482, 834182, 834859, 835555, 836293, 836960, 837708, 838306, 838861, 839513, 840067, 840638]","[826301, 826891, 827428, 827996, 828553, 829202, 829753, 830346, 830957, 831583, 832240, 832918, 833559, 834233, 834945, 835627, 836362, 837047, 837781, 838368, 838960, 839590, 840135, 840713]","[826087, 826687, 827286, 827886, 828487, 829087, 829687, 830287, 830904, 831544, 832174, 832846, 833509, 834209, 834885, 835581, 836320, 836987, 837736, 838334, 838889, 839540, 840094, 840665]",8,R,ITM,1.1
7,400,trial,0,36,36,36,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[846117, 846517, 846809, 847155, 847554, 847940, 848385, 848700, 849098, 849401, 849751, 850159, 850556, 850975, 851347, 851724, 852094, 852388, 852914, 853316, 853731, 854147, 854585, 855017]","[846197, 846568, 846875, 847215, 847597, 847990, 848438, 848764, 849147, 849467, 849813, 850228, 850636, 851041, 851414, 851771, 852152, 852505, 852988, 853389, 853800, 854238, 854672, 855109]","[845985, 846385, 846784, 847184, 847584, 847984, 848385, 848784, 849126, 849429, 849777, 850187, 850583, 851002, 851374, 851751, 852122, 852415, 852940, 853344, 853757, 854174, 854612, 855045]",8,R,ITM,1.1
6,600,trial,0,37,37,37,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[860962, 861425, 861904, 862507, 863102, 863655, 864275, 864825, 865447, 865993, 866523, 867023, 867521, 868030, 868710, 869264, 869820, 870431, 870972, 871528, 872026, 872565, 873212, 873768]","[861019, 861512, 861970, 862570, 863170, 863722, 864357, 864905, 865523, 866056, 866605, 867100, 867613, 868116, 868793, 869339, 869888, 870479, 871023, 871592, 872099, 872648, 873277, 873845]","[860771, 861370, 861970, 862570, 863170, 863770, 864370, 864970, 865475, 866021, 866550, 867050, 867549, 868057, 868737, 869292, 869848, 870458, 870999, 871556, 872052, 872593, 873239, 873795]",8,R,ITM,1.1
6,400,trial,0,38,38,38,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[879680, 880064, 880326, 880747, 881104, 881479, 881847, 882248, 882718, 883112, 883555, 884004, 884466, 884944, 885417, 885853, 886323, 886812, 887318, 887782, 888280, 888768, 889244, 889740]","[879734, 880128, 880386, 880773, 881140, 881504, 881904, 882289, 882762, 883164, 883614, 884036, 884524, 884977, 885470, 885923, 886379, 886839, 887373, 887851, 888309, 888802, 889297, 889811]","[879505, 879904, 880305, 880704, 881104, 881504, 881904, 882305, 882746, 883139, 883581, 884031, 884493, 884971, 885445, 885879, 886350, 886839, 887346, 887810, 888306, 888796, 889271, 889766]",8,R,ITM,1.1
7,600,trial,0,39,39,39,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[895677, 895981, 896627, 897321, 897912, 898512, 899126, 899756, 900361, 900986, 901607, 902190, 902860, 903402, 904171, 904717, 905353, 905925, 906609, 907291, 907831, 908435, 909020, 909735]","[895728, 896063, 896692, 897384, 897988, 898567, 899194, 899826, 900428, 901048, 901673, 902264, 902931, 903497, 904266, 904806, 905416, 906006, 906689, 907388, 907948, 908542, 909138, 909819]","[895512, 896111, 896711, 897311, 897911, 898511, 899111, 899712, 900387, 901014, 901635, 902217, 902887, 903429, 904198, 904744, 905379, 905953, 906636, 907318, 907857, 908463, 909047, 909762]",8,R,ITM,1.1
7,600,trial,0,40,40,40,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[915332, 915751, 916568, 916980, 917475, 918042, 918665, 919303, 919938, 920599, 921242, 921842, 922555, 923237, 923853, 924531, 925216, 925905, 926594, 927262, 927911, 928623, 929285, 929934]","[915393, 915851, 916662, 917070, 917567, 918166, 918777, 919391, 920016, 920686, 921367, 921965, 922673, 923334, 923971, 924638, 925303, 926005, 926728, 927424, 928091, 928768, 929410, 930055]","[915177, 915776, 916376, 916976, 917576, 918176, 918776, 919376, 919964, 920626, 921269, 921869, 922582, 923264, 923880, 924559, 925243, 925933, 926621, 927289, 927939, 928650, 929311, 929960]",8,R,ITM,1.1
3,400,trial,0,41,41,41,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[935913, 936397, 936829, 937281, 937728, 938128, 938512, 938885, 939250, 939504, 940079, 940493, 940921, 941325, 941753, 942194, 942594, 942984, 943422, 943834, 944290, 944744, 945189, 945581]","[935970, 936468, 936925, 937366, 937775, 938196, 938583, 938962, 939328, 939604, 940171, 940584, 941008, 941371, 941836, 942256, 942627, 943051, 943460, 943927, 944319, 944817, 945254, 945644]","[935726, 936125, 936525, 936925, 937325, 937725, 938125, 938525, 938910, 939276, 940104, 940519, 940947, 941350, 941778, 942220, 942619, 943010, 943448, 943859, 944316, 944770, 945215, 945606]",8,R,ITM,1.1
4,600,trial,0,42,42,42,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[953897, 954309, 955023, 955475, 956077, 956704, 957280, 957897, 958451, 959043, 959618, 960238, 960812, 961378, 961963, 962500, 963027, 963631, 964191, 964885, 965439, 965925, 966387, 967172]","[953979, 954404, 955096, 955602, 956180, 956797, 957392, 957998, 958547, 959167, 959695, 960302, 960888, 961460, 962036, 962590, 963115, 963725, 964281, 964937, 965532, 965994, 966603, 967274]","[953755, 954355, 954955, 955555, 956155, 956755, 957356, 957956, 958478, 959069, 959644, 960264, 960837, 961404, 961988, 962526, 963053, 963656, 964216, 964911, 965465, 965951, 966413, 967197]",8,R,ITM,1.1
4,400,trial,0,43,43,43,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[972767, 973154, 973534, 974033, 974432, 974915, 975354, 975782, 976166, 976615, 977006, 977385, 977832, 978232, 978663, 979135, 979506, 979979, 980379, 980800, 981264, 981628, 982105]","[972816, 973231, 973611, 974086, 974490, 974962, 975398, 975808, 976228, 976641, 977032, 977454, 977858, 978282, 978713, 979178, 979579, 980022, 980424, 980861, 981303, 981695, 982166]","[972583, 972982, 973382, 973783, 974182, 974582, 974983, 975383, 975808, 976192, 976641, 977032, 977411, 977858, 978257, 978689, 979161, 979532, 980004, 980405, 980826, 981289, 981654, 982130]",8,R,ITM,1.1
3,600,trial,0,44,44,44,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[987876, 988423, 988859, 989411, 990065, 990725, 991256, 991845, 992441, 992993, 993526, 994158, 994729, 995296, 996032, 996549, 997117, 997678, 998212, 998789, 999316, 999919, 1000501, 1001018]","[987951, 988492, 988971, 989512, 990118, 990800, 991338, 991932, 992555, 993106, 993648, 994262, 994824, 995404, 996103, 996669, 997195, 997791, 998329, 998867, 999403, 999989, 1000567, 1001168]","[987682, 988282, 988882, 989483, 990083, 990683, 991282, 991882, 992466, 993019, 993552, 994184, 994755, 995321, 996058, 996575, 997143, 997703, 998238, 998814, 999342, 999945, 1000526, 1001043]",8,R,ITM,1.1
2,400,trial,0,45,45,45,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1006648, 1007002, 1007285, 1007659, 1008019, 1008412, 1008825, 1009214, 1009643, 1010042, 1010461, 1010883, 1011278, 1011696, 1012065, 1012496, 1012922, 1013337, 1013803, 1014190, 1014628, 1014987, 1015445, 1015784]","[1006705, 1007053, 1007373, 1007695, 1008065, 1008458, 1008885, 1009264, 1009696, 1010105, 1010518, 1010936, 1011352, 1011762, 1012140, 1012576, 1012990, 1013393, 1013872, 1014259, 1014695, 1015054, 1015524, 1015832]","[1006458, 1006858, 1007257, 1007657, 1008057, 1008458, 1008859, 1009258, 1009671, 1010069, 1010488, 1010910, 1011305, 1011724, 1012092, 1012524, 1012950, 1013364, 1013830, 1014217, 1014656, 1015015, 1015472, 1015812]",8,R,ITM,1.1
6,600,trial,0,46,46,46,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1021679, 1022032, 1022650, 1023320, 1023835, 1024463, 1025071, 1025610, 1026285, 1027086, 1027653, 1028238, 1028965, 1029477, 1030011, 1030640, 1031137, 1031727, 1032223, 1032729, 1033233, 1033776, 1034350, 1034926]","[1021746, 1022235, 1022749, 1023386, 1023941, 1024535, 1025152, 1025710, 1026352, 1027209, 1027793, 1028353, 1029089, 1029567, 1030109, 1030739, 1031212, 1031817, 1032301, 1032823, 1033327, 1033888, 1034440, 1035001]","[1021510, 1022109, 1022709, 1023309, 1023909, 1024509, 1025110, 1025710, 1026312, 1027112, 1027681, 1028264, 1028992, 1029505, 1030038, 1030667, 1031163, 1031754, 1032250, 1032756, 1033260, 1033802, 1034377, 1034952]",8,R,ITM,1.1
5,400,trial,0,47,47,47,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1040523, 1040868, 1040970, 1041349, 1041741, 1042161, 1042550, 1042951, 1043347, 1043881, 1044248, 1044600, 1045009, 1045504, 1046055, 1046473, 1046921, 1047401, 1047895, 1048321, 1048755, 1049170, 1049635, 1050102]","[1040604, 1040888, 1040990, 1041387, 1041786, 1042196, 1042625, 1043014, 1043415, 1043930, 1044310, 1044662, 1045069, 1045560, 1046102, 1046567, 1047011, 1047431, 1047988, 1048382, 1048798, 1049244, 1049711, 1050166]","[1040294, 1040693, 1041093, 1041494, 1041893, 1042293, 1042694, 1043093, 1043373, 1043907, 1044274, 1044626, 1045036, 1045529, 1046082, 1046499, 1046946, 1047428, 1047920, 1048346, 1048781, 1049197, 1049661, 1050129]",8,R,ITM,1.1
2,600,trial,0,48,48,48,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1056171, 1056637, 1057107, 1057711, 1058265, 1058971, 1059446, 1060033, 1060673, 1061385, 1061981, 1062611, 1063289, 1063984, 1064510, 1065211, 1065804, 1066467, 1067139, 1067819, 1068429, 1068965, 1069758, 1070494]","[1056227, 1056693, 1057184, 1057774, 1058324, 1059015, 1059521, 1060096, 1060724, 1061412, 1062073, 1062679, 1063341, 1064028, 1064579, 1065272, 1065867, 1066518, 1067222, 1067893, 1068498, 1069036, 1069829, 1070573]","[1055883, 1056483, 1057082, 1057682, 1058283, 1058883, 1059483, 1060082, 1060701, 1061412, 1062007, 1062639, 1063317, 1064010, 1064538, 1065239, 1065831, 1066493, 1067166, 1067845, 1068456, 1068993, 1069786, 1070521]",8,R,ITM,1.1
6,400,trial,0,49,49,49,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1076255, 1076634, 1076924, 1077209, 1077659, 1078059, 1078512, 1078914, 1079336, 1079732, 1080134, 1080803, 1081235, 1081651, 1082066, 1082486, 1082907, 1083368, 1083788, 1084257, 1084735, 1085195, 1085677, 1086161]","[1076308, 1076680, 1076988, 1077266, 1077695, 1078106, 1078532, 1078951, 1079377, 1079773, 1080174, 1080894, 1081286, 1081725, 1082121, 1082556, 1082975, 1083415, 1083852, 1084315, 1084777, 1085234, 1085722, 1086205]","[1076105, 1076505, 1076905, 1077305, 1077705, 1078106, 1078505, 1078905, 1079363, 1079758, 1080161, 1080830, 1081263, 1081678, 1082093, 1082513, 1082935, 1083395, 1083814, 1084283, 1084762, 1085221, 1085705, 1086188]",8,R,ITM,1.1
3,600,trial,0,50,50,50,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1091958, 1092500, 1092987, 1093596, 1094159, 1094796, 1095335, 1095949, 1096582, 1097250, 1097890, 1098574, 1099262, 1099884, 1100631, 1101343, 1101987, 1102672, 1103393, 1104052, 1104704, 1105380, 1106062, 1106803]","[1092031, 1092559, 1093074, 1093659, 1094221, 1094838, 1095404, 1095996, 1096657, 1097318, 1097968, 1098638, 1099321, 1099964, 1100677, 1101406, 1102062, 1102739, 1103443, 1104117, 1104796, 1105453, 1106137, 1106883]","[1091772, 1092371, 1092971, 1093571, 1094171, 1094771, 1095371, 1095971, 1096607, 1097276, 1097916, 1098601, 1099288, 1099910, 1100656, 1101369, 1102013, 1102698, 1103419, 1104077, 1104730, 1105405, 1106087, 1106829]",8,R,ITM,1.1
5,400,trial,0,51,51,51,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1112325, 1112796, 1113244, 1113684, 1114039, 1114442, 1114940, 1115333, 1115718, 1116064, 1116447, 1116862, 1117249, 1117635, 1118011, 1118381, 1118739, 1119144, 1119582, 1119964, 1120360, 1120829, 1121193]","[1112369, 1112844, 1113288, 1113712, 1114072, 1114487, 1114993, 1115390, 1115765, 1116130, 1116504, 1116920, 1117313, 1117693, 1118088, 1118438, 1118810, 1119206, 1119626, 1120029, 1120421, 1120856, 1121231]","[1112184, 1112583, 1112983, 1113383, 1113783, 1114183, 1114584, 1114983, 1115359, 1115745, 1116091, 1116474, 1116888, 1117275, 1117662, 1118036, 1118406, 1118766, 1119170, 1119607, 1119989, 1120386, 1120856, 1121219]",8,R,ITM,1.1
5,600,trial,0,52,52,52,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1127108, 1127425, 1128071, 1128692, 1129368, 1129943, 1130523, 1131126, 1131760, 1132370, 1132991, 1133598, 1134128, 1134864, 1135581, 1136211, 1136921, 1137590, 1138236, 1138935, 1139569, 1140197, 1140916, 1141612]","[1127181, 1127499, 1128122, 1128767, 1129422, 1130013, 1130589, 1131173, 1131816, 1132418, 1133043, 1133673, 1134221, 1134909, 1135630, 1136286, 1136983, 1137651, 1138298, 1138974, 1139617, 1140249, 1140975, 1141665]","[1126964, 1127563, 1128163, 1128763, 1129363, 1129963, 1130563, 1131163, 1131786, 1132397, 1133017, 1133624, 1134153, 1134889, 1135606, 1136238, 1136947, 1137615, 1138262, 1138961, 1139595, 1140222, 1140941, 1141638]",8,R,ITM,1.1
7,400,trial,0,53,53,53,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1147388, 1147786, 1148333, 1148776, 1149181, 1149603, 1149988, 1150408, 1150791, 1151234, 1151665, 1152033, 1152457, 1152852, 1153223, 1153627, 1154111, 1154502, 1154894, 1155275, 1155720, 1156154, 1156506]","[1147422, 1147854, 1148395, 1148834, 1149241, 1149639, 1150031, 1150465, 1150842, 1151285, 1151706, 1152101, 1152497, 1152894, 1153291, 1153686, 1154141, 1154566, 1154934, 1155339, 1155746, 1156191, 1156576]","[1147223, 1147621, 1148021, 1148422, 1148821, 1149221, 1149621, 1150021, 1150435, 1150818, 1151261, 1151691, 1152061, 1152484, 1152878, 1153251, 1153653, 1154139, 1154529, 1154922, 1155302, 1155746, 1156180, 1156534]",8,R,ITM,1.1
4,400,trial,0,54,54,54,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1164540, 1164892, 1165212, 1165596, 1165960, 1166363, 1166787, 1167164, 1167551, 1167934, 1168741, 1169117, 1169489, 1169883, 1170248, 1170596, 1170972, 1171359, 1171772, 1172168, 1172548, 1172938, 1173329, 1173762]","[1164577, 1164951, 1165280, 1165640, 1165998, 1166394, 1166829, 1167226, 1167591, 1167961, 1168801, 1169190, 1169545, 1169933, 1170291, 1170656, 1171018, 1171419, 1171822, 1172212, 1172614, 1172996, 1173392, 1173803]","[1164360, 1164761, 1165160, 1165560, 1165960, 1166360, 1166760, 1167160, 1167577, 1167961, 1168768, 1169142, 1169515, 1169908, 1170274, 1170622, 1170998, 1171386, 1171798, 1172194, 1172574, 1172964, 1173355, 1173787]",8,R,ITM,1.1
4,400,trial,0,55,55,55,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1179400, 1179744, 1180089, 1180504, 1180858, 1181259, 1181661, 1182078, 1182449, 1182869, 1183258, 1183700, 1184145, 1184536, 1184924, 1185358, 1185755, 1186220, 1186597, 1186977, 1187422, 1187870, 1188272, 1188711]","[1179471, 1179811, 1180157, 1180553, 1180921, 1181301, 1181729, 1182142, 1182511, 1182920, 1183314, 1183765, 1184196, 1184588, 1184984, 1185421, 1185806, 1186262, 1186655, 1187039, 1187485, 1187912, 1188335, 1188760]","[1179247, 1179648, 1180047, 1180447, 1180848, 1181247, 1181647, 1182047, 1182475, 1182895, 1183284, 1183725, 1184171, 1184562, 1184950, 1185384, 1185780, 1186245, 1186623, 1187003, 1187448, 1187896, 1188298, 1188737]",8,R,ITM,1.1
7,600,trial,0,56,56,56,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1194339, 1194930, 1195397, 1196035, 1196596, 1197220, 1197760, 1198350, 1199051, 1199720, 1200362, 1200958, 1201642, 1202262, 1202982, 1203661, 1204280, 1204910, 1205559, 1206272, 1206875, 1207575, 1208200, 1208826]","[1194399, 1194970, 1195478, 1196075, 1196654, 1197280, 1197822, 1198419, 1199120, 1199791, 1200425, 1201040, 1201704, 1202332, 1203060, 1203716, 1204347, 1204974, 1205633, 1206320, 1206962, 1207634, 1208241, 1208896]","[1194194, 1194793, 1195394, 1195994, 1196594, 1197193, 1197793, 1198393, 1199079, 1199747, 1200390, 1200985, 1201670, 1202288, 1203010, 1203688, 1204307, 1204937, 1205585, 1206299, 1206902, 1207602, 1208226, 1208854]",8,R,ITM,1.1
2,600,trial,0,57,57,57,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1214770, 1215353, 1215888, 1216467, 1216982, 1217563, 1218215, 1218878, 1219430, 1220048, 1220602, 1221237, 1221924, 1222576, 1223140, 1223774, 1224417, 1225042, 1225678, 1226412, 1226984, 1227697, 1228348, 1228986]","[1214830, 1215418, 1215956, 1216520, 1217052, 1217665, 1218266, 1218923, 1219514, 1220131, 1220677, 1221328, 1222000, 1222625, 1223261, 1223901, 1224477, 1225153, 1225771, 1226477, 1227072, 1227724, 1228439, 1229073]","[1214628, 1215228, 1215828, 1216429, 1217029, 1217628, 1218228, 1218828, 1219458, 1220076, 1220629, 1221264, 1221952, 1222603, 1223166, 1223801, 1224444, 1225069, 1225706, 1226439, 1227012, 1227724, 1228376, 1229014]",8,R,ITM,1.1
7,600,trial,0,58,58,58,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1234557, 1235058, 1235548, 1236220, 1236705, 1237322, 1237929, 1238562, 1239035, 1239744, 1240260, 1240870, 1241441, 1242061, 1242727, 1243332, 1243888, 1244545, 1245199, 1245791, 1246440, 1246984, 1247574, 1248343]","[1234610, 1235123, 1235628, 1236259, 1236789, 1237401, 1238005, 1238646, 1239134, 1239811, 1240344, 1240941, 1241535, 1242133, 1242787, 1243421, 1243970, 1244603, 1245264, 1245868, 1246529, 1247060, 1247664, 1248417]","[1234358, 1234957, 1235557, 1236157, 1236757, 1237357, 1237957, 1238557, 1239063, 1239772, 1240288, 1240898, 1241467, 1242089, 1242755, 1243359, 1243915, 1244572, 1245225, 1245817, 1246468, 1247010, 1247600, 1248370]",8,R,ITM,1.1
6,600,trial,0,59,59,59,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[1253969, 1254507, 1255007, 1255571, 1256163, 1256767, 1257428, 1257940, 1258467, 1259098, 1259744, 1260313, 1260955, 1261576, 1262229, 1262818, 1263466, 1264037, 1264648, 1265252, 1265846, 1266403, 1267039, 1267619]","[1254029, 1254577, 1255093, 1255652, 1256223, 1256826, 1257472, 1258002, 1258534, 1259160, 1259809, 1260363, 1261019, 1261631, 1262309, 1262908, 1263558, 1264103, 1264731, 1265332, 1265943, 1266480, 1267142, 1267699]","[1253788, 1254387, 1254987, 1255587, 1256187, 1256787, 1257388, 1257988, 1258493, 1259125, 1259770, 1260340, 1260983, 1261602, 1262257, 1262845, 1263494, 1264065, 1264675, 1265278, 1265872, 1266429, 1267065, 1267646]",8,R,ITM,1.1
