octave,ioi,event,.thisRepN,.thisTrialN,.thisN,.thisIndex,event,tap_types,tap_times,release_times,tone_times,subject,handedness,experiment,version,
,,SPR,0,-1,-1,0,SPR,"['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P']","[42964, 44005, 44937, 45753, 46542, 47226, 47987, 48843, 49618, 50239, 50998, 51805, 52567, 53379, 54105, 54800, 55527, 56207, 56949, 57653, 58330, 59139, 59894, 60585, 61276, 61940, 62575, 63302, 63928, 64663]","[43163, 44283, 45140, 45992, 46806, 47556, 48276, 49129, 49852, 50547, 51257, 52087, 52860, 53618, 54349, 55062, 55756, 56401, 57131, 57857, 58618, 59311, 60099, 60786, 61443, 62130, 62755, 63515, 64139, 64844]",,14,R,ITM,1.1,
4,500,practice,0,0,0,0,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[149587, 150339, 150810, 151305, 151793, 152274, 152760, 153264, 180655, 181099, 181536, 197422, 203798, 204992, 205385, 205810, 206279, 206848, 207372, 207866, 208355, 208823, 209293, 209802]","[149961, 150541, 151010, 151515, 152019, 152485, 152949, 153445, 180822, 181279, 181727, 197622, 203980, 205135, 205542, 206008, 206538, 207028, 207536, 208026, 208514, 209014, 209499, 209987]","[149532, 150031, 150532, 151031, 151531, 152031, 152531, 153031, 180680, 181125, 181562, 197448, 203824, 205018, 205411, 205836, 206305, 206873, 207397, 207893, 208380, 208848, 209318, 209827]",14,R,ITM,1.1,
3,500,practice,0,1,1,1,practice,"['S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[216993, 217451, 217944, 218443, 218939, 219422, 219821, 220206, 220720, 221248, 221834, 222405, 222886, 223574, 224187, 224763, 225332, 225884, 226413, 226949, 227500]","[217177, 217710, 218196, 218748, 219185, 219653, 220034, 220464, 220920, 221421, 221963, 222512, 222999, 223693, 224320, 224913, 225463, 226010, 226506, 227081, 227620]","[215567, 216068, 216567, 217067, 217567, 218067, 218567, 219067, 219448, 219846, 220231, 220745, 221274, 221859, 222431, 222912, 223599, 224212, 224789, 225357, 225909, 226439, 226974, 227525]",14,R,ITM,1.1,
5,500,practice,0,2,2,2,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[233159, 234049, 234537, 235061, 235554, 236043, 236549, 237000, 237443, 237976, 238503, 238971, 239454, 239962, 240446, 240971, 241445, 241902, 242466, 242964, 243454, 244034, 244469]","[233461, 234301, 234798, 235381, 235799, 236299, 236763, 237210, 237726, 238195, 238708, 239137, 239632, 240109, 240610, 241097, 241542, 242025, 242595, 243095, 243553, 244119, 244604]","[233099, 233598, 234098, 234598, 235099, 235598, 236098, 236598, 237026, 237468, 238002, 238529, 238997, 239479, 239987, 240472, 240997, 241471, 241928, 242492, 242990, 243481, 244061, 244495]",14,R,ITM,1.1,
2,500,practice,0,3,3,3,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[250563, 251165, 251629, 252175, 252665, 253121, 253638, 254121, 254610, 255085, 255547, 256065, 256529, 256985, 257421, 257874, 258322, 258772, 259228, 259622, 260090, 260505, 260903]","[250726, 251272, 251777, 252338, 252817, 253298, 253782, 254264, 254742, 255186, 255664, 256175, 256602, 257094, 257523, 257989, 258411, 258882, 259341, 259762, 260217, 260619, 261026]","[250165, 250665, 251164, 251664, 252165, 252665, 253165, 253665, 254147, 254638, 255113, 255575, 256093, 256557, 257012, 257447, 257901, 258349, 258800, 259256, 259650, 260118, 260533, 260931]",14,R,ITM,1.1,
6,500,practice,0,4,4,4,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[267249, 267703, 268207, 268684, 269224, 269687, 270164, 270616, 271132, 271603, 272096, 272547, 272989, 273412, 273518, 273988, 274502, 274992, 275486, 275939, 276376, 276826, 277321]","[267423, 267952, 268427, 268975, 269449, 269974, 270397, 270903, 271316, 271756, 272208, 272683, 273112, 273438, 273538, 274129, 274614, 275101, 275603, 276061, 276501, 276971, 277435]","[266269, 266769, 267270, 267769, 268269, 268769, 269270, 269769, 270191, 270643, 271160, 271630, 272122, 272575, 273016, 273438, 274015, 274530, 275019, 275513, 275965, 276404, 276853, 277349]",14,R,ITM,1.1,
7,500,practice,0,5,5,5,practice,"['B', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[282786, 283215, 283718, 284236, 284750, 285221, 285736, 286245, 286729, 287385, 287839, 288364, 288869, 289346, 289810, 290284, 290707, 291156, 291627, 292134, 292586, 293055, 293560, 294044]","[282882, 283418, 283938, 284485, 284987, 285392, 285859, 286332, 286840, 287501, 287976, 288500, 288993, 289468, 289972, 290392, 290832, 291297, 291752, 292267, 292764, 293178, 293685, 294192]","[282800, 283298, 283798, 284298, 284798, 285298, 285798, 286299, 286756, 287413, 287865, 288391, 288897, 289374, 289837, 290312, 290734, 291183, 291653, 292161, 292613, 293082, 293586, 294071]",14,R,ITM,1.1,
7,600,trial,0,6,6,6,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[361444, 362117, 362756, 363352, 363881, 364457, 365027, 365594, 366118, 366714, 367246, 367779, 368290, 368800, 369281, 369840, 370358, 370890, 371423, 371920, 372498, 372996]","[361735, 362451, 363024, 363588, 364173, 364729, 365277, 365861, 366443, 366926, 367501, 368005, 368536, 369055, 369613, 370107, 370632, 371131, 371614, 372111, 372685, 373209]","[360279, 360878, 361478, 362078, 362678, 363278, 363878, 364478, 365054, 365622, 366145, 366741, 367273, 367806, 368317, 368828, 369308, 369867, 370385, 370917, 371450, 371947, 372525, 373022]",14,R,ITM,1.1,
5,600,trial,0,7,7,7,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[379561, 380132, 380761, 381356, 381906, 382459, 383013, 383461, 384038, 384557, 385140, 385691, 386238, 386749, 387206, 387774, 388258, 388845, 389336, 389806, 390444, 390980]","[379826, 380449, 381056, 381622, 382119, 382685, 383199, 383722, 384234, 384828, 385350, 385824, 386342, 386811, 387295, 387816, 388328, 388872, 389414, 389891, 390555, 391075]","[378486, 379085, 379685, 380285, 380886, 381486, 382086, 382685, 383039, 383486, 384064, 384582, 385166, 385717, 386264, 386775, 387232, 387800, 388285, 388872, 389362, 389831, 390469, 391007]",14,R,ITM,1.1,
5,400,trial,0,8,8,8,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[397233, 397573, 398007, 398402, 398795, 399179, 399600, 399979, 400356, 400752, 401117, 401467, 401844, 402201, 402576, 402916, 403277, 403642, 403985, 404347, 404725, 405087]","[397386, 397722, 398138, 398522, 398938, 399322, 399704, 400079, 400464, 400840, 401209, 401550, 401930, 402282, 402660, 403018, 403396, 403732, 404071, 404423, 404798, 405159]","[396468, 396867, 397267, 397667, 398067, 398468, 398867, 399267, 399626, 400005, 400382, 400778, 401142, 401492, 401869, 402227, 402601, 402941, 403303, 403667, 404011, 404374, 404751, 405112]",14,R,ITM,1.1,
7,400,trial,0,9,9,9,trial,"['S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[411831, 412201, 412614, 412977, 413385, 413807, 414123, 414483, 414877, 415257, 415673, 416035, 416415, 416778, 417133, 417470, 417805, 418153, 418492, 418848, 419165]","[411929, 412304, 412718, 413081, 413486, 413893, 414213, 414595, 414991, 415354, 415765, 416124, 416508, 416887, 417230, 417568, 417905, 418237, 418571, 418929, 419229]","[410681, 411081, 411482, 411881, 412281, 412681, 413081, 413481, 413834, 414150, 414511, 414904, 415285, 415699, 416062, 416442, 416804, 417160, 417498, 417832, 418180, 418519, 418876, 419192]",14,R,ITM,1.1,
5,600,trial,0,10,10,10,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[425981, 426640, 427240, 427810, 428384, 428973, 429556, 430159, 430749, 431245, 431857, 432393, 432907, 433503, 434027, 434541, 435102, 435613, 436130, 436648, 437174, 437683]","[426322, 426971, 427549, 428116, 428719, 429320, 429841, 430428, 430987, 431521, 432057, 432540, 433123, 433686, 434297, 434787, 435350, 435849, 436417, 436875, 437444, 437901]","[424931, 425530, 426130, 426730, 427330, 427930, 428530, 429130, 429583, 430185, 430775, 431271, 431884, 432418, 432932, 433529, 434053, 434568, 435128, 435639, 436156, 436674, 437199, 437708]",14,R,ITM,1.1,
4,600,trial,0,11,11,11,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[444168, 444783, 445399, 446015, 446601, 447170, 447766, 448338, 448930, 449502, 450060, 450616, 451181, 451717, 452270, 452822, 453352, 453873, 454347, 454949, 455461, 455965]","[444419, 445060, 445673, 446269, 446863, 447413, 447962, 448486, 449043, 449608, 450164, 450717, 451270, 451832, 452378, 452914, 453457, 453969, 454465, 455065, 455592, 456097]","[443089, 443689, 444290, 444890, 445490, 446090, 446690, 447290, 447792, 448364, 448956, 449528, 450085, 450642, 451207, 451743, 452295, 452847, 453378, 453899, 454373, 454975, 455487, 455992]",14,R,ITM,1.1,
4,400,trial,0,12,12,12,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[462390, 462755, 463181, 463593, 463958, 464360, 464782, 465132, 465500, 465879, 466219, 466548, 466882, 467222, 467565, 467932, 468279, 468637, 468993, 469351, 469651, 470008]","[462528, 462859, 463250, 463690, 464048, 464436, 464873, 465220, 465624, 465975, 466308, 466637, 466969, 467311, 467635, 467993, 468341, 468717, 469054, 469405, 469731, 470079]","[461623, 462022, 462423, 462822, 463222, 463623, 464023, 464423, 464808, 465158, 465525, 465905, 466244, 466574, 466908, 467248, 467591, 467957, 468304, 468664, 469018, 469377, 469677, 470035]",14,R,ITM,1.1,
3,400,trial,0,13,13,13,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[476308, 476688, 477090, 477462, 477874, 478261, 478657, 479024, 479392, 479763, 480113, 480480, 480812, 481174, 481514, 481869, 482237, 482586, 482934, 483278, 483651, 483977]","[476382, 476743, 477163, 477540, 477955, 478343, 478745, 479128, 479484, 479861, 480217, 480571, 480919, 481270, 481638, 481990, 482314, 482667, 483005, 483356, 483692, 484043]","[475553, 475954, 476354, 476754, 477154, 477554, 477955, 478354, 478683, 479049, 479418, 479789, 480139, 480505, 480837, 481200, 481540, 481895, 482263, 482612, 482960, 483304, 483677, 484002]",14,R,ITM,1.1,
4,600,trial,0,14,14,14,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[489992, 490686, 491311, 491920, 492517, 493160, 493740, 494334, 494927, 495525, 496060, 496602, 497107, 497646, 498144, 498727, 499243, 499761, 500280, 500794, 501308, 501824, 502337]","[490095, 490927, 491559, 492178, 492815, 493411, 494026, 494573, 495119, 495721, 496284, 496826, 497332, 497858, 498410, 498924, 499448, 499952, 500432, 500977, 501489, 502013, 502556]","[489682, 490281, 490882, 491482, 492082, 492682, 493282, 493882, 494360, 494953, 495551, 496086, 496627, 497133, 497672, 498169, 498753, 499268, 499786, 500305, 500819, 501334, 501850, 502363]",14,R,ITM,1.1,
5,400,trial,0,15,15,15,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[508848, 509197, 509582, 509980, 510373, 510760, 511143, 511465, 511802, 512167, 512496, 512835, 513154, 513476, 513836, 514130, 514488, 514820, 515139, 515465, 515802, 516125]","[508952, 509322, 509710, 510102, 510501, 510871, 511252, 511578, 511925, 512273, 512598, 512933, 513250, 513576, 513892, 514220, 514589, 514919, 515236, 515563, 515893, 516210]","[508070, 508469, 508869, 509270, 509669, 510069, 510470, 510869, 511169, 511491, 511827, 512193, 512522, 512861, 513179, 513503, 513861, 514156, 514514, 514845, 515165, 515490, 515827, 516151]",14,R,ITM,1.1,
7,600,trial,0,16,16,16,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[521762, 522100, 522753, 523373, 523935, 524516, 525089, 525741, 526355, 526910, 527457, 527994, 528550, 529091, 529594, 530112, 530566, 531017, 531494, 532002, 532488, 532994, 533502, 534027]","[521957, 522403, 523058, 523631, 524206, 524769, 525301, 525946, 526571, 527102, 527652, 528192, 528705, 529221, 529724, 530223, 530682, 531164, 531691, 532193, 532653, 533136, 533619, 534107]","[521614, 522213, 522813, 523413, 524013, 524613, 525213, 525813, 526383, 526937, 527483, 528021, 528578, 529119, 529622, 530139, 530592, 531045, 531522, 532029, 532514, 533021, 533530, 534053]",14,R,ITM,1.1,
3,400,trial,0,17,17,17,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[540007, 540355, 540733, 541154, 541522, 541913, 542312, 542699, 543048, 543349, 543681, 544000, 544294, 544614, 544899, 545214, 545521, 545829, 546139, 546410, 546739, 547031, 547320]","[540155, 540467, 540843, 541259, 541630, 542026, 542414, 542784, 543130, 543441, 543787, 544096, 544385, 544700, 544989, 545306, 545608, 545920, 546237, 546525, 546818, 547122, 547421]","[539609, 540007, 540407, 540807, 541207, 541607, 542007, 542407, 542725, 543074, 543375, 543707, 544025, 544320, 544640, 544924, 545241, 545547, 545855, 546164, 546436, 546764, 547056, 547346]",14,R,ITM,1.1,
