octave,ioi,event,.thisRepN,.thisTrialN,.thisN,.thisIndex,event,tap_types,tap_times,release_times,tone_times,subject,handedness,experiment,version,
,,SPR,0,-1,-1,0,SPR,"['P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P']","[35344, 36176, 37096, 37990, 38807, 39617, 40455, 41246, 42089, 42912, 43707, 44520, 45336, 46136, 46973, 47807, 48621, 49459, 50269, 51091, 51888, 52691, 53541, 54361, 55159, 55974, 56790, 57613, 58419, 59211]","[35529, 36345, 37241, 38121, 38969, 39798, 40616, 41392, 42223, 43034, 43824, 44641, 45456, 46269, 47126, 47944, 48758, 49592, 50409, 51237, 52047, 52835, 53683, 54521, 55355, 56145, 56938, 57782, 58621, 59410]",,19,R,ITM,1.1,
3,500,practice,0,0,0,0,practice,"['B', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[115820, 116679, 117730, 118753, 119781, 120713, 121686, 122662, 123635, 124606, 125605, 126615, 127579, 128579, 129599, 130586, 131555, 132576, 133548, 134553]","[116042, 117032, 118014, 119234, 119967, 120953, 121897, 122846, 123847, 124811, 125809, 126802, 127800, 128825, 129839, 130766, 131764, 132773, 133756, 134778]","[115832, 116331, 116831, 117331, 117831, 118331, 118832, 119331, 119806, 120738, 121711, 122688, 123661, 124632, 125631, 126641, 127604, 128605, 129625, 130612, 131580, 132601, 133573, 134579]",19,R,ITM,1.1,
4,500,practice,0,1,1,1,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[140652, 141071, 141559, 142115, 142581, 142951, 143635, 144157, 144631, 145141, 145623, 146104, 146600, 147101, 147618, 148120, 148600, 149079, 149605, 150074, 150538, 151059, 151538]","[140833, 141322, 141839, 142318, 142757, 143386, 143880, 144353, 144844, 145353, 145810, 146284, 146794, 147299, 147798, 148332, 148806, 149321, 149798, 150321, 150814, 151310, 151779]","[140188, 140687, 141188, 141687, 142187, 142687, 143187, 143687, 144183, 144657, 145167, 145648, 146129, 146626, 147127, 147644, 148146, 148626, 149104, 149632, 150099, 150563, 151085, 151564]",19,R,ITM,1.1,
6,500,practice,0,2,2,2,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[157356, 157831, 158342, 158857, 159340, 159797, 160317, 160862, 161339, 161781, 162270, 162742, 163225, 163663, 164166, 164664, 165128, 165619, 166114, 166597, 167072, 167596, 168082]","[157599, 158087, 158557, 159088, 159590, 160103, 160613, 161092, 161581, 162026, 162520, 162981, 163423, 163869, 164375, 164865, 165337, 165856, 166331, 166839, 167326, 167830, 168301]","[156976, 157474, 157974, 158474, 158974, 159474, 159974, 160475, 160888, 161367, 161808, 162296, 162768, 163252, 163690, 164194, 164691, 165154, 165646, 166140, 166624, 167099, 167623, 168110]",19,R,ITM,1.1,
2,500,practice,0,3,3,3,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[174659, 175155, 175697, 176229, 176708, 177213, 177718, 178208, 178706, 179212, 179700, 180234, 180702, 181178, 181662, 182159, 182634, 183140, 183608, 184090, 184586, 185056]","[174914, 175384, 175925, 176415, 176929, 177429, 177909, 178411, 178918, 179395, 179919, 180419, 180922, 181425, 181911, 182389, 182872, 183354, 183822, 184293, 184823, 185300]","[173806, 174306, 174806, 175305, 175806, 176306, 176805, 177305, 177744, 178236, 178733, 179239, 179727, 180261, 180728, 181206, 181690, 182185, 182662, 183168, 183634, 184117, 184613, 185083]",19,R,ITM,1.1,
5,500,practice,0,4,4,4,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[191491, 191955, 192505, 193033, 193558, 194030, 194537, 195018, 195518, 196018, 196486, 196973, 197481, 197982, 198448, 198943, 199424, 199912, 200421, 200943, 201430, 201906]","[191684, 192199, 192745, 193244, 193737, 194210, 194703, 195223, 195729, 196201, 196666, 197180, 197683, 198156, 198635, 199135, 199620, 200102, 200605, 201133, 201639, 202119]","[190626, 191125, 191625, 192125, 192625, 193125, 193626, 194125, 194563, 195044, 195544, 196043, 196511, 196999, 197508, 198008, 198474, 198969, 199449, 199938, 200446, 200969, 201456, 201931]",19,R,ITM,1.1,
7,500,practice,0,5,5,5,practice,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[207883, 208377, 208888, 209397, 209907, 210387, 210850, 211372, 211879, 212368, 212884, 213359, 213865, 214378, 214862, 215377, 215909, 216439, 216934, 217450, 217978, 218487, 218992]","[208113, 208620, 209119, 209620, 210135, 210622, 211111, 211570, 212106, 212577, 213066, 213567, 214070, 214601, 215115, 215605, 216121, 216630, 217138, 217680, 218202, 218726, 219236]","[207518, 208017, 208518, 209017, 209517, 210017, 210518, 211017, 211398, 211906, 212395, 212911, 213386, 213893, 214405, 214889, 215404, 215936, 216466, 216962, 217477, 218006, 218515, 219020]",19,R,ITM,1.1,
6,600,trial,0,6,6,6,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[258716, 259362, 259991, 260620, 261255, 261872, 262489, 263089, 263671, 264286, 264867, 265473, 266079, 266652, 267275, 267871, 268449, 269028, 269621, 270212, 270792, 271343, 271964]","[258942, 259670, 260244, 260891, 261505, 262130, 262759, 263365, 263988, 264591, 265212, 265801, 266378, 266956, 267565, 268184, 268747, 269336, 270012, 270552, 271033, 271734]","[258324, 258923, 259523, 260123, 260723, 261323, 261923, 262523, 263115, 263698, 264312, 264894, 265499, 266105, 266679, 267302, 267897, 268476, 269056, 269647, 270238, 270819, 271371, 271990]",19,R,ITM,1.1,
3,400,trial,0,7,7,7,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[277986, 278426, 278797, 279181, 279580, 279975, 280371, 280756, 281145, 281489, 281856, 282234, 282601, 282988, 283377, 283772, 284153, 284564, 284947, 285369, 285779, 286159, 286574]","[278239, 278670, 279052, 279445, 279828, 280222, 280620, 280989, 281352, 281732, 282063, 282447, 282826, 283181, 283608, 283991, 284392, 284772, 285207, 285570, 286009, 286406, 286821]","[277670, 278070, 278470, 278871, 279270, 279670, 280071, 280471, 280781, 281170, 281515, 281881, 282260, 282627, 283014, 283403, 283798, 284179, 284590, 284973, 285394, 285805, 286185, 286600]",19,R,ITM,1.1,
5,600,trial,0,8,8,8,trial,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']","[292481, 293186, 293782, 294401, 294995, 295570, 296200, 296808, 297416, 297996, 298566, 299159, 299755, 300304, 300881, 301455, 302043, 302612, 303205, 303751, 304369, 304918, 305486]","[292752, 293453, 294033, 294669, 295302, 295855, 296510, 297062, 297726, 298297, 298871, 299498, 300073, 300661, 301232, 301828, 302430, 302962, 303534, 304143, 304762, 305313]","[292119, 292719, 293319, 293919, 294519, 295119, 295719, 296320, 296834, 297442, 298021, 298592, 299185, 299782, 300329, 300907, 301480, 302068, 302639, 303232, 303777, 304396, 304945, 305512]",19,R,ITM,1.1,
